Bank,review_text,review_score
Vietcombank,Một ngân hàng lớn mà đến app etoken trên đt còn k có. App dùng thì lỗi tùm lum. Rắc rối khó dùng. nếu có rate âm thì rate cho ôm luôn. k xứng đ.c 1sao.,1
Vietcombank,"Nhà mạng đổi đầu số ĐT xong mình đăng nhập lại, ứng dụng báo không sử dụng được vân tay vì thiết bị của bạn đã root là sao?",1
Vietcombank,Normal,1
Vietcombank,Thiệt không nói nổi. Tải app về mà tối ngày bị trục trặc không xài được. Thà miễn phí tệ như vậy đi không nói; đằng này đăng ký mất phí mà không xài được gì cả....,1
Vietcombank,Chan,1
Vietcombank,Máy Meizu M6 Note chạy Flyme OS 7.0.1 (Android 7.1.2) dù không hè root nhưng máy không cho dùng vân tay là như nào hả ông viết phần mềm :)))) có cái tính năng tiện nhất thì k dùng được. Sửa và update nhanh hộ cái,2
Vietcombank,"App trước xài được, nay không chỉ còn chuyển được cùng hệ thống Vietcombank. Đã gọi hỏi tổng đài vầ lỗi này nhưng mấy bạn vẫn trả lời app bình thường, thiệt là yếu kém khi phản hồi không được ghi nhận và kiểm tra lại.",2
Vietcombank,Chỉ vì công ty dùng vcb để chuyển lương. Chứ nếu không thì không bao giờ xài dịch vụ của vcb. Dở tệ từ cái app lỗi lên lỗi xuống cho đến việc thu quá nhiều phụ phí,1
Vietcombank,Update xong là hết dùng được,1
Vietcombank,"Vừa update xong báo lỗi, tải lại vẫn báo lỗi. Ngân hàng làm vậy làm mất niềm tin khách hàng...",1
Vietcombank,Vừa update xong mà bị lỗi kg sd được vậy?,3
Vietcombank,Update app xong báo hết thời gian thử nghiệm và ko dùng đc luôn.. Dev vô dụng vl,1
Vietcombank,Update bị lỗi,1
Vietcombank,Update là có lỗi,2
Vietcombank,Lỗi quá,1
Vietcombank,Lỗi,1
Vietcombank,Very bad. I can't buy mobile card via app.,1
Vietcombank,Mình đang dùng app trên samsung a7. Cảm giác chạy rất tốt.,5
Vietcombank,"So với các app của ngân hàng khác, app này dùng rất tốt.",4
Vietcombank,nhiều lần ck nhanh qua số tk tới ngân hàng khác không được !,1
Vietcombank,Phải đóng phí mà vẫn không thanh toán đc hóa đơn tiền nước bằng apps,3
Vietcombank,Không báo biến động số dư,1
Vietcombank,"Không thể tệ hơn, sài internet banking bao lâu rồi giờ vào bảo chưa đăng ký không cho vào",1
Vietcombank,Where's the ENGLISH language,1
Vietcombank,"Ứng dụng bị lỗi, từ chối đăng ký vân tay vì thiết bị root, nhưng thực tế thiết bị ko hề root",2
Vietcombank,Thu phí nhiều mà app xài dở vô cùng. Thẻ còn tiền mà Ko thể chuyển liên ngân hàng.,1
Vietcombank,can not login,1
Vietcombank,Lỗi hoài....nản,2
Vietcombank,App quá tồi. Update xong không dùng được luôn. Vào tài khoản thẻ thì hiện quý khách chưa đnag kí tài khoản nào??? Wth?? Hai tài khoản vcb của tôi đâu???,1
Vietcombank,"Rất thất vọng. Hoàn toàn không sử dụng được. Mình gỡ ra cài lại vài lần đều bị lỗi tương tự, báo là chưa đăng kí iBanking. Phí các bạn trừ đều đều vào TK của mình, mà lỗi thì chả ai sửa, cũng chả ai chịu trách nhiệm.",1
Vietcombank,"Không thanh toán bằng QR Pay được. Khi quét mã tại các đơn vị chấp nhận thanh toán đều thất bại. Các chức năng khác đọc review là biết rồi. Một ngân hàng thất bại, chỉ chăm chăm thu phí. Giờ còn xài thẻ từ nên các tội phạm ngân hàng các nước khác coi VN là thị trường màu mỡ của chúng. Khi KH mất tiền thì đổ lỗi cho khách. Hết thuốc chữa luôn rồi!!",1
Vietcombank,Dịch vụ kém. Nhân viên ngân hàng chảnh chọe không coi khách ra gì. Nếu không phải cty trả lương sẽ không bao giờ dùng vcb. Hàng tháng chờ nhận lương xong để đẩy tiền qua ngân hàng khác,1
Vietcombank,"App dở tệ. Tôi xài ngân hàng ở nước ngoài app ngon, có scan barcode thanh toán bill, không thu phí Internet Bangking, không thu phí chuyển tiền, rút tiền cùng ngân hàng. Đã không chịu đầu tư mà còn thu phí vô tội vạ, làm ăn như vậy sao mà thu hút khách hàng bỏ tiền vô tài khoản ngân hàng được. Toàn biết cái lợi trước mắt, không biết tính lâu dài, đúng là dân VN mà đi đòi làm dịch vụ ngân hàng thì nó ra thành như vậy",1
Vietcombank,crashed when setup fingerprint on s9+,3
Vietcombank,"Lỗi đăng nhập, hệ thống báo thử lại liên tục nhưng vẫn không đăng nhập được",1
Vietcombank,Toàn bị lỗi sai pass,1
Vietcombank,"App như cặc mà thu phí, ko hiểu luôn!!",1
Vietcombank,"Cập nhật xong k sử dụng dc, bực mình",1
Vietcombank,Tại vì không có 0 sao nên mới được 1 sao. Dịch vụ rất tệ,1
Vietcombank,"đổi pass login lại k đc, chờ 1 hồi mới đc",1
Vietcombank,Phí quá cao. Chuyển tiền thì hạn chế số tiền có 50tr để thu phí ???,1
Vietcombank,Mỗi lần vô app lại phải tải lại app mới.quá nhiều lỗi.Cũng chẳng buồn đọc feedback của khách.,1
Vietcombank,Mất hết danh bạ sau lần cập nhật mới nhất. Các developer vui lòng fix lại.,2
Vietcombank,Bad,3
Vietcombank,đề nghị vietcombank sửa lại phần tiết kiệm onl . đến hạn rồi mà tất toán ko được là sao ?,1
Vietcombank,"App bị treo hoài lúc được lúc không, phải cài lại hoài, ngân hàng lớn nhất việt nam gì cũng thu phí ma app không ra gì, fyi",1
Vietcombank,"Đề nghị Vietcombank xem lại thu phí quá nhiều nhé. Nếu không làm được khách hàng sẽ bỏ hết, trong đó có tôi.",1
Vietcombank,"App quá lỗi, chậm, nhập số tiền ck toàn tự nhảy số lung tung. Trong khi đó đã thu rất nhiều phí dịch vụ hàng tháng. Nản!",1
Vietcombank,Phí lắm thế,2
Vietcombank,"Tên các ngân hàng thêm tên viết tắt đi VCB ơi, như Saccombank, Techcombank ... đọc tên đầy đủ tiếng việt của mấy ngân hàng khó khăn quá.",5
Vietcombank,"Tệ, phí quá nhiều mà chất lượng quá tệ, nếu không phải công ty tôi chỉ sử dụng Vietcombank thì tôi đã đóng tk lâu rồi, đã từng trải nghiệm dịch vụ TPBank và thấy tốt hơn rấy nhiều từ phí đến tiện ích rồi cả thái độ phục vụ nữa, ebank của TPBank cũng tốt hơn rất nhiều, một khi tôi sử dụng được một ngân hàng khác để lãnh lương thì tôi sẽ quay lưng với Vietcombank ngay lập tức",1
Vietcombank,Con lại các cụ bõ cái thu phí nội mạng dùm cái nước ngoài họ còn chả thu phí . vn các cụ đè cổ ra thu .. Chắc muốn khách chuyển sang ngân hàng khác à . và lại fix cái hỗ trợ đăng nhập trên nhiều thiết bị sẽ rất tiện dụng.thank,3
Vietcombank,App quá tệ. Hôm nay mở lên crash liên tục. Xóa đi cài lại thì xài bình thường.,1
Vietcombank,"Crash all the time, can't connect to the sever. And password always saying that ""wrong password"".",1
Vietcombank,App quá tệ crash đăng nhập thì cứ báo sai,1
Vietcombank,Crash liên tục. Chả update gì cũng crash,1
Vietcombank,Lúc chuyển ngôn ngữ app sang tiếng anh thì tên các ngân hàng để chuyển cứ bị sai,1
Vietcombank,"Cả ngày hôm nay login toàn báo lỗi sai mật khẩu, trong khi lên internet banking vẫn log in vào được như bình thường???",1
Vietcombank,"Truờng nhập số tiền chuyển đi nội mạng bị lỗi, bấn số hay nhẩy lung tung phải bấm từ số và di chuyển chuột về cuối rất phiền toái.",3
Vietcombank,"Sao giờ lắm phí thế không biết, chuyển khoản mà mất luôn 2k2/lần trong khi có đóng phí hàng tháng, đắt quá, hạn chế người dùng chuyển khoản à, cho 3* bao giờ tính phí hợp lý hơn thì lên sao @@",3
Vietcombank,tốt .,5
Vietcombank,Thu quá nhiều loại phí. Giao dịch ít mà còn tốn thế thì vs những ng thường xuyên chuyển tiền thì khác nào bóc lột. Tẩy chay ngân hàng này.,1
Vietcombank,tệ,1
Vietcombank,"Vừa phí IB 11k, vừa phí Sms 11k, phí quản lý tài khoản 2k2, phí rút tiền, lại còn phí chuyển tiền. Phải chi phí chuyển tiền nội bộ được miễn đi, phí chuyển đi khác hệ thống tôi vẫn chấp nhận được còn nay thì đẻ ra lắm loại phí. Tôi thấy là quá đáng lắm luôn rồi đấy. Thu phí lắm vào để hạn chế KH chuyển tiền à, khuyến khích dân dùng tiền mặt hay sao thế?! Nào giảm phí sẽ sửa lại sao!",2
Vietcombank,"Sau khi update app crash liên tục, không thể đăng nhập được.",1
Vietcombank,"Good app in general, quite convenient for me and still, no bug at all in Samsung Note 5 Update 03 May 2018: Crash due to update, cannot log in",1
Vietcombank,"New version in 2017 is a big enhancement from previous one, but still need some improvements on interface transition",4
Vietcombank,"Bị crash liên tục, khong login vào được.",1
Vietcombank,"Useless, can not just log in everytime.",1
Vietcombank,"Now i know why they gave u 1 star :) cant even open, godamnit",1
Vietcombank,Update xong crashed không sử dụng được luôn.,1
Vietcombank,sao nay tăng phí tùm lum mà app thì chưa vô tới màn login đã bị crash và close app? tăng phí thì chất lượng phải nâng cao hơn chứ. Coi thường khách hàng vừa thôi!,1
Vietcombank,"App rất tệ, hay bị out, giờ còn không vào được nữa",1
Vietcombank,"Lỗi khi nhập số tiền khi chuyển khoản, luôn đưa về đầu dòng khi nhập.",3
Vietcombank,"What the hell? Tăng phí, update app, crash always. Vãi cả lồn",1
Vietcombank,"App lỗi, tự động tắt liên tục",1
Vietcombank,Bad. Crash overtime,1
Vietcombank,i cant access. always be crashed,1
Vietcombank,"Văng ra ngay lập tức, không thể vào app",1
Vietcombank,"Tăng phí, update xong vào account ko đc luô",1
Vietcombank,Tăng phí xong app ko vào luôn đc ak. FC liên tục @@,2
Vietcombank,Lại lỗi has stopped,2
Vietcombank,app crash liên tục,1
Vietcombank,crashed in samsung s8,1
Vietcombank,Crashing all the time,1
Vietcombank,Bad.,1
Vietcombank,Không thể đăng nhập được vào app. Toàn ra thông báo Restart hoặc Feedback. Khá là bất tiện.,2
Vietcombank,I could not open the app today. What happened?,1
Vietcombank,Ko mở đc app,1
Vietcombank,App ko chạy dc,1
Vietcombank,Phần mềm quá ngu,1
Vietcombank,Gián đoạn liên tục,2
Vietcombank,Cannot open it,1
Vietcombank,Giờ thì bật app lên để ck còn k đc. VCB tăng phí thì dịch vụ phải tốt hơn chứ?,2
Vietcombank,"Mỗi lần cài lại máy hay đổi đt là phát điên lên, phải tìm tờ giấy internet banking để đăng ký lại. Phát mệt",1
Vietcombank,"Vui lòng xem lại lúc trước sử dụng được nhưng sau khi update thì đăng nhập hết được, ứng dụng tự động thoát ra ko cho đăng nhập.",1
Vietcombank,Vô đk cả ngày cứ báo hệ thống gián đoạn. Cứ bảo sdt k đăng nhập đc. Chán cái app dễ sợ,1
Vietcombank,Như cức,1
Vietcombank,Màn hình thông tin giao dịch sau khi KH hoàn tất chuyển khoản nên bổ sung thêm thông tin Ngày/giờ chuyển khoản vì có thể người dùng chuyển nhiều lần với cùng 1 số tiền và muốn chụp lại màn hình. Hiện nay chưa có thông tin ngày giờ ở màn hình này.,4
Vietcombank,"Không log in được, giống như ép người dùng phải sử dụng dịch vụ chuyển khoản tại ngân hàng (11.000vnd/1 lần chuyển). Quá thất vọng với cách làm mới của Vietcombank.",1
Vietcombank,Quá nhiều thứ thủ tục rườm rà mất thời gian. Từ khâu đki đến khi sử dụng.,2
Vietcombank,Bad bank of Viet Nam. 5 ngày rồi ra case ko rút được tiền. Cay vkl,1
Vietcombank,"Great banking app. Very clean and simple user experience and useful functions including mobile top up, p2p and QR code payments. Fingerprint sign on!",5
Vietcombank,"Không dùng được vân tay trên MIUI 9. Ứng dụng báo là máy bị root. Trong khi là máy mới mua chính hãng chạy rom chính thức. Updated: đã dùng được vân tay. Good app, good support",5
Vietcombank,Khi nào App mới hỗ trợ bảo mật bằng mống mắt.,3
Vietcombank,Good app !,5
Vietcombank,App tiện lợi á :))),5
Vietcombank,Update kiểu gì mà lúc nhập số tiền nhập 1 số lại bị nhảy về đầu. Rất bực mình.,2
Vietcombank,Bạn nào nghĩ ra cái trò mỗi lần đổi máy phải ra đk lại app thật rảnh rỗi quá mà.,2
Vietcombank,Cần thêm thông báo email khi chuyển khỏan. Lưu giữ số taì khỏan để khỏi mất công nhập lại. Lịch sử giao dịch thêm nhiều thông tin hơn.,3
Vietcombank,Đây là ứng dụng ngân hàng tồi tệ nhất mà mình từng dùng. Thủ tục quá nhiều. Nhầm là thao tác từ đầu. Ứng dụng lấy nguyên bản từ website,1
Vietcombank,"Danh bạ hưởng thụ giữa Internet banking và mobile banking ko đồng bộ trong khi lại ko cho add khi đã tồn tại danh bạ đó trong Internet banking. Có danh bạ add rồi mà mất ko tìm thấy, nhưng ko add mới đc.",4
Vietcombank,"Mình xài internet banking và cũng nhiều lần đổi password rồi, hôm nay tải cái app này về thì nó bắt đổi password của ngân hàng cấp mà không cho đăng nhập. Giờ này ai mà nhớ password ngân hàng cấp là gì mà đổi? Tại sao không cho user nhập id và password như thông thường? Thật là bó tay!!!!!!!",1
Vietcombank,nạp tiền vào điện thoại. giao dịch báo không tra cứu được mà vẫn trừ tiền tài khoản. điện thoại không nhận được tiền. gọi tổng đài thì không nghe máy cả chục cuộc. tổng đài chăm sóc khách hàng mà thu phí 1000 đồng 1 phút. gọi không bắt máy cũng trừ tiền. ngân hàng vớ vẩn,1
Vietcombank,"Phải ra ngân hàng đăng kí khi cài app trên máy mới Tuy có nhiều cải tiến thời gian gần đây nhưng điểm trừ lớn nhất của VCB app là bạn phải ra ngân hàng đăng kí dịch vụ khi tiến hành cài app trên máy mới, hoặc reset lại máy. App làm là để mọi người thuận tiện dùng giao dịch ở mọi nơi, chứ không phải là để hành khách hàng như kiểu xin-cho mới được xài. Giả sử khách hàng ở nước ngoài, mua điện thoại mới thì làm sao dùng được dịch vụ của VCB, chẳng lẽ ôm 2-3 máy điện thoại cùng lúc để xài mobile-banking??",2
Vietcombank,Ứng dụng luôn bị crash khi thực hiện chuyển tiền. Quá tệ.,1
Vietcombank,"Bạn ơi sao mình không chuyển sang giao diện Tiếng Việt được? Máy mình chạy Android 8. Mình đã thử chuyển trong Setting, nút Language trên góc Top-Right mà không được. Báo lại cho mình với nhé. Thanks,",3
Vietcombank,"Dt 2 sim xai ko dc, sdt sim 2",1
Vietcombank,Tốc độ load dữ liệu chậm quá! Chọn mục gì cũng đợi load cả lúc mới xong! :|,3
Vietcombank,"App rất tệ, sdt đã đăng ký iBanking, khi đăng nhập vào thì lại báo là chưa đăng ký, vớ vẩn thật",1
Vietcombank,Cứ vào chuyển tiền trong ngân hang là lại lỗi. Trong khi các giao dịch chuyển tiền ngoài ngân hang thi không sao,1
Vietcombank,Đăng kí chậm,5
Vietcombank,Hàng Việt không dùng được tiếng Việt?,2
Vietcombank,1 app làm việc thất đức vì tiền mà mất đi cả lương tâm toàn bộ nhân viên ham tiền. App tệ,1
Vietcombank,"Không thanh toán hóa đơn tiền điện được, cứ nhập mã otp xong là nó báo số 2. Nên tự động nhận mã otp như bên bankplus.",2
Vietcombank,Nâng cấp lên bản này bị lỗi. Sau khi điền đầy đủ thông tin chuyển tiền và nhập mã OTP thì bị báo không lỗi out văng phần mềm,1
Vietcombank,"Danh sách ngân hàng thụ hưởng quá ít, gọi gọi tới tổng đài thì bảo chuyển qua internet banking hoặc dùng chuyển khoản qua số thẻ. haizz vui lòng cập nhật thêm ngân hàng thụ hưởng và chi nhánh.",1
Vietcombank,"VCB 1 là hãy cố gắng giữ các mỗi quan hệ sân sau và độc quyền, 2 là hãy cải tổ toàn diện, vì nếu công ty không phát lương qua NH này thì tôi không thấy lí do gì để dùng cái trung bình tệ này cả. Từ thu tiền vô tội vạ tới dịch vụ tiện ích kém. Nhưng khiến tôi nhớ nhất vẫn là thái độ của các cha các mẹ nhân viên khi tôi vào sử dụng dịch vụ, đóng tiền nuôi nó mà cứ như đi năn nỉ mấy cha mấy mẹ này làm giúp con. Có thể cũng tùy người, nhưng nghe kể nhiều lắm.",2
Vietcombank,"-đã cài vân tay mà thường hay bị ko xài được, phải vô tắt rồi kích hoạt lại hoặc vô thấy đã bị tắt phải bật lại. -cài xác thực gd bằng vân tay mà lúc nào cũng phải nhập mã. -danh bạ tự dưng mất hết làm không chuyển tiền được, cái này là bực nhất, gần trăm cái danh bạ thụ hưởng giờ còn có 3 cái. -bấm dò danh bạ thì đứng ứng dụng và bay ra ngoài. -càng ngày càng tệ.",1
Vietcombank,"Không thay đổi được số điện thoại Ứng dụng vớ vẩn, lỗi chuyển tiền trong vcb bị crash ứng dụng",1
Vietcombank,"App chậm cập nhật, chạy lag, thiết kế khó sử dụng và xấu.",1
Vietcombank,"Nhập sai số đt và dính luôn ko có chỗ thoát, stupid app",1
Vietcombank,Tạm ổn. Nhưng hơi lag và thiếu acb cn sài gòn,3
Vietcombank,"App nhanh, ổn định, nhiều tính năng",5
Vietcombank,Unreliable. That is not acceptable for a banking app. Bad app.,2
Vietcombank,Cần bổ sung chức năng dịch vụ tài chính,3
Vietcombank,"Ko thích lắm, rắc rối. Cần một cái gì đó đơn giản hơn",3
Vietcombank,Mô tả sao ko viết bằng tiếng Việt,5
Vietcombank,"Quá tệ, cập nhật xong k thể chuyển tiền nội ngân hàng",1
Vietcombank,Lỗi ko đăng nhập được xong cũng chẳng đăng xuất để đăng nhập lại được,2
Vietcombank,App xài cũng ngon. Nhớ update thường xuyên nha mấy thằng làm app mặt lồn,5
Vietcombank,App cập nhật bị thiếu ngân hàng. khi chuyển khoản liên ngân hàng. Cập nhật lại giùp đi ad ơi!,3
Vietcombank,Không Chạy được trên Android 7,1
Vietcombank,Ko đăng nhập được luôn haizzz...,2
Vietcombank,Please make this app better,1
Vietcombank,"Edit: sau khi nâng cấp app dùng rất tốt, giao diện đẹp hơn nhiều.",4
Vietcombank,Mình dùng android 7.0. app rất hay chể ko mở đc và mình phải cài lại,3
Vietcombank,Bad experience,1
Vietcombank,"Làm ơn làm tốt lên tí đi mấy má, haizzzz. Đổi cái mk mà cũng báo sai mãi.",1
Vietcombank,App toàn bị lỗi ko mở được. Mỗi lần vậy phải dỡ ra cài lại nhưng chỉ được 1 lần lần sau mở lại lỗi?,3
Vietcombank,"App quá tệ, cài xong 2-3 ngày là lại báo lỗi. Gỡ xong cài lạu xài bình thường, 2-3 ngày sau lại tiếp tục lỗi. Quá thất vọng.",1
Vietcombank,Cẩn thẩn các loại phí...nên chuyển ngân hàng nếu không muốn bị hút máu bởi chục loại phí từ gửi đến nhận....,1
Vietcombank,"App xài ổn, mượt, miễn phí chuyển khoản trong nội bộ hệ thống VCB là ok rồi. Thực sự thì mình thấy khá bắt mắt, dễ sử dụng.",5
Vietcombank,Solder,3
Vietcombank,"Mỗi lần đổi điện thoại là phải lên ngân hàng xin cấp lại mã Pin. Sao ko dùng thẳng tài khoản internet banking đi, hoặc cấp cho 1 account nào đó, lại đi dùng số đt. App bất cập quá",2
Vietcombank,"Quá tệ, vì phải dùng để kiểm tra tiền nên mới sử dụng. Còn lại cả công ty lớn vậy mà thiết kế app nghèo nàn. Không thống nhất giữa ngân hàng với app. Làm theo hướng dẫn thì OTP cũng vẫn chả kích hoạt được.",1
Vietcombank,Những dịch vụ của VCB quá tầm thường và không mang tính tiện lợi. Nếu đã thu phí thì nên làm tận tâm. Mã OPT thì luôn phải copy paste vì quá dài trong khi nó không cần thiết phải dài như vậy. Dịch vụ CSKH thì tính phí ngay khi gọi nhưng mãi không có nhân viên nhấc máy. Quá tệ so với một ngân hàng chuyên nghiệp,1
Vietcombank,Vẫn giữ free phí giao dịch ck trong nội VCB thì vẫn sẽ ủng hộ.,4
Vietcombank,Good job,4
Vietcombank,"Thật là tệ hại. Đã có sms banking lẫn internet banking rồi mà phải đk thêm mobile banking, trừ phí giao dịch nội mạng chưa đủ sao mà còn bắt người dùng khổ sở thêm nữa?",1
Vietcombank,"Tôi k bị gặp lỗi đăng nhập như nhiều ng dùng khác và thấy tốt hơn nhiều so với phiên bản cũ, cả về giao diện, tính năng, tốc độ. Phiên bản cũ nhìn giao diện mà k muốn xài tới, hoạt động thì quá lag. Overall, great update!",4
Vietcombank,"The newest update on March 27 turned this app into a very versatile and useful banking app. I actually don't hate it, and it's very convenient.",5
Vietcombank,Mất thời gian. Nó luôn báo là stopped. Thử mấy cái điện thoại đều không tải được chứ đừng nói gì tới đăng nhập,1
Vietcombank,"Đã đăng kí i-banking rồi, down app về còn bắt đăng kí sms. Down app mà chẳng dùng được, thật mất thời gian và khiến user confuse, app thật nhảm nhí",1
Vietcombank,Giao diện thân thiện hơn. Khá dễ dùng.,4
Vietcombank,"Hơi lằng nhằng vụ đăng nhập và đăng ký thôi, còn lại khá ok!",4
Vietcombank,Đỡ lag hơn phiên bản trước. Tốt !,5
Vietcombank,"1. Là internet banking nhưng yêu cầu đăng ký mobile banking 11k/tháng 2. Nhiều lỗi, có cả forced close 3. Tương tác thô cứng gây khó chịu. Thời đại android N mà k có touch effect. Thua ứng dụng sinh viên phát triển. 4. Hướng dẫn thiếu trực quan, khó dùng lúc mới cài đặt. Điểm cộng là đã tích hợp nhiều dịch vụ internetbanking tiện lợi khi không có máy tính. Túm lại, so với quy mô và mức lãi ròng khổng lồ được bố cáo hàng năm của VCB thì ứng dụng này là khó chấp nhận.",1
Vietcombank,"Phiên bản mới chuyển khoản cùng hệ thống mất phí 11k trong khi phiên bản cũ miễn phí giao dịch. Mẹ kiếp! –------ Transition giữa các screens vẫn chậm chạp, bỏ luôn thì hay hơn. Trên android lúc đang thực hiện giao dịch, hiện dialog bảo chờ, màn hình chờ chuẩn bị tối lại, lấy tay bấm lên màn hình thì dialog bị tắt (dismiss), lúc này không biết giao dịch như thế nào, ức chế lắm. App mới thường bị hiện thông báo lỗi ""giao dịch trùng"" khi chọn vào các icon chức năng.",1
Vietcombank,Máy không root nhưng bị nhận là root nên không dùng được vân tay,2
Vietcombank,"Không thể đăng nhập để xem tài khoản! Lần đầu sử dụng thì rất tốt! Nhưng sau đó cài trên thiết bị khác thì không thể đăng nhập, 1 tuần sau thì nhận ra tài khoản mobile banking nhưng bắt phải đăng nhập internet banking bằng trình duyệt web tự viết của app, và dĩ nhiên, trình duyện đó ngoại trừ công dụng tắt mở cái pop up quảng cáo ra thì chẳng làm đc cái tích sự gì hết!",1
Vietcombank,"Ứng ụng đã có cải thiện rất nhiều, vẫn luôn ủng hộ!!",5
Vietcombank,tuyệt vời. Cải thiện rõ rệt,5
Vietcombank,It's just easy and user-friendly,5
Vietcombank,Chạy ổn hơn bản cũ,4
Vietcombank,Should approve fingerprint for rooted device,4
Vietcombank,Ứng dụng quá sơ sài,2
Vietcombank,Không dùng được trên Android 9.,1
Vietcombank,Chán bỏ xừ. Đăng nhập cái gì cũng ko được,1
Vietcombank,Thiết kế đẹp. chạy nhanh,5
Vietcombank,Tính năng chuyển khoản bằng vân tay không ổn định. Lúc hiện lúc không.,3
Vietcombank,Giao diện đẹp. Nhiều tiện ích.,5
Vietcombank,Trên Android chưa sử dụng được Touch ID là sao.,3
Vietcombank,Đề nghị khi chuyển khoản xong nên có biên lai như khi thực hiện trên web,3
Vietcombank,Phiên bản mới nhanh và thân thiện hơn,5
Vietcombank,Không thể tin đây là ứng dụng của một ngân hàng hàng đầu Việt Nam,1
Vietcombank,"Thiếu một số ngân hàng, vd như Đông Á k thể chuyển khoản đc",3
Vietcombank,Good interface update and translation!,4
Vietcombank,"Chỉ có vân tay cho ios, nên sớm có cho android",3
Vietcombank,Crash on android 7.0,3
Vietcombank,Không thể chuyển khoản đến ngân hàng Standard Chartered.,5
Vietcombank,Phần mềm dùng như con cặc,1
Vietcombank,Tốc độ xử lý quá chậm,2
Vietcombank,dịch vụ vcb càng ngày càng tệ,1
Vietcombank,Improved vs last versiob,5
Vietcombank,Ứng dụng tệ hại. Ko đăng nhập bằng tài khoản internet banking được. Có quá nhiều lỗi.,1
Vietcombank,"Sao giờ nạp cạp đthoại hết giảm như trước rồi. Biết vậy, mình đã không nạp từ VCB.",1
Vietcombank,Giao diện ổn hơn nhưng hiệu suất rất thấp. Luôn báo hệ thống gián đoạn. K thể chuyển khoản,1
Vietcombank,Tại sao cập nhật phần mềm lại bắt khách hàng đổi mật khẩu để được sử dụng app?,4
Vietcombank,App ngu vãi,1
Vietcombank,Can them nhieu cac ngan hang vao danh sach thu huong! Ko thay co Agribank mot ngan hang rat pho bien voi moi nguoi!,3
Vietcombank,Better,5
Vietcombank,Giao diện mới dễ sử dụng. Không bị hiệu ứng chậm chạp như giao diện cũ. Chức năng thanh toán thẻ tín dụng đã hoạt động.,5
Vietcombank,"Giao diện mới, hiện đại nhưng không thể đăng nhập bằng tài khoản ibanking. Mong sẽ có bản cập nhật mới",2
Vietcombank,"Quá tệ cho một ngân hàng, k có đội ngũ lập trình ra hồn, còn bày ra mobilebanking, hút máu người dùng khi cái app cuối cùng k khác gì IB@nking",1
Vietcombank,"Update lên phiên bản mới nhất thì login bắt đổi mật khẩu nhưng nhập mật khẩu mới vào thì ""Hệ thống bị gián đoạn"". Thật là tuyệt vời quá đi!",1
Vietcombank,Bản mới nhanh và đẹp hơn. Nhưng vẫn còn bug. Đơn cử như chỗ swipe trên thanh menu qua lại thì ko hiển thị đúng item.,2
Vietcombank,"Lúc trước cài app trên htc, bây giờ cài trên máy samsung thì báo k thể đăng nhập do đã cài trên htc trc đó, có cách nào giải quyết mà k cần ra chi nhánh vcb ko?",3
Vietcombank,"Update review cho phiên bản mới: vẫn câu hỏi cũ - tại sao cái ngân hàng ACB chỉ cho chọn NH á châu CN hà nội??? CN sài gòn ở đâu?? Vô lý, update cũng như không",1
Vietcombank,Sau khi cập nhật thì bắt đổi mật khẩu. Khi nhập mật khẩu mới theo đúng yêu cầu thì app lại không xác nhận. Kết quả là đến giờ vẫn không sử dụng được. Thà đừng cập nhật thì tốt hơn.,1
Vietcombank,Ứng dụng tào lao thật. Đã ký dịch vụ internet banking rồi thì chỉ việc cho người ta đăng nhập thôi chứ. Đằng lại bày ra thêm cái dịch vụ mobile banking để thu thêm tiền dịch vụ à!!! Tôi nó không với ứng dụng này!!!,1
Vietcombank,"Đỡ hơn phiên bản cũ một chút nhưng khi chuyển khoản cùng hệ thống tối đa chỉ được 50tr, chưa biết khác hệ thống thì được bao nhiêu, nhưng chỉ có thể chuyển tới một số bank thôi, thiếu nhiều bank lớn, trong đó có AGRIBANK...",1
Vietcombank,"Không thể tin VCB publish cái app tệ như thế này, giao diện củ chuối chức năng không dùng được, nhập số đt vào và mắc cứng luôn không làm gì được ngoài việc gỡ app.",1
Vietcombank,"Phần mềm mới giao diện thân thiện hơn, nhanh hơn. Tuy nhiên có vẻ chưa hoàn thiện, phần gửi tiền qua NH khác thiếu nhiều NH. Ít nhất muốn chuyển tiền qua tài khoản của Agribank là chịu chết vì trong phần lựa chọn không có.",3
Vietcombank,Phầm mêm dở quá đăng nhập vào đổi mật khẩu thì có gửi otp nhưng khi nhập vào chưa tới 3p thì báo hết hạn. Nhấn gửi lại thì bị báo không có otp gần nhất . Rốt cuộc vẫn ko kích hoạt được tài khoản.,1
Vietcombank,Tệ hại. Đã đk và đăng nhập được ibanking mà vẫn yêu cầu lên phòng giao dịch làm tiếp mobile banking . Gọi dịch vụ KH 5 lần vẫn k bắt máy. Cty yêu cầu làm Vietcombank chứ còn khuya tôi mới mở tài khoản. Bực mình! Chẳng bù cho acb dùng ibanking là đã có thể xài app. Tên đăng nhập thì tự chọn. Thiệt tình!,1
Vietcombank,Sau nhiều năm sống chung với lũ thì ứng dụng cũng được update. Có nhiều cải thiện. Bản cũ dang load mà chạm vào màn hình là lỗi luôn. Bản mới giờ còn không cho nhấn phím back 😅,3
