Bank,review_text,review_score,english,target
BIDV SmartBanking,"this app sucks the otp sms for a money transfer request just wont come the app name even has ""smart"" and ""banking"" in it which show no use",1,1,0
BIDV SmartBanking,it 's not smart banking it must be stupid banking everytime i back to home page it make me quit from this app very terrible experience,1,1,0
BIDV SmartBanking,impressive work by vcb digital banking team many features lean layout easy flow keep up with the good work,5,1,1
BIDV SmartBanking,do not use bidv try techcom bank and vp bank u'll have betrer service and faster process at the bank bidv thinks it's a good idea to update their system without intergrading or propper testing lock people out and make people come in just to be able to access an account,1,1,0
BIDV SmartBanking,very good app i like it ui is prettier than the old version,5,1,1
BIDV SmartBanking,i can not log in anymore although i use the same device,1,1,0
BIDV SmartBanking,i cannot log in anymore and it keeps saying reactivate function in another device is locked even though it's still the same device,1,1,0
BIDV SmartBanking,it is said that i could make transactions like but each time i make ones after midnight errors happen saying that my card's number my banking account is invalid so please fix it,4,1,1
BIDV SmartBanking,it is still not working with the official android properly developers should have updated your app immediately,2,1,0
BIDV SmartBanking,this app won't even let me log in asked me to change my password then add a pin and then change password again,1,1,0
BIDV SmartBanking,cannot change password once the existing password was expired it keeps saying the request cannot be performed and asks to retry again later,1,1,0
BIDV SmartBanking,i forgot password so i can not log in the app and i do not receive any solutions from it to support me if the bank is so far away,1,1,0
BIDV SmartBanking,what happens with my app thinking face it lag i try it again times uninstall and redownload not better loudly crying face loudly crying face loudly crying face,2,1,0
BIDV SmartBanking,it won't send me the otp for transactional service can't recognize my fingerprint either,1,1,0
BIDV SmartBanking,very good and useful sometimes i can not make transaction but it was fixed immêdiatlly very good,5,1,1
BIDV SmartBanking,please update system we need stable app not an intelligent app with crash loading screen,1,1,0
BIDV SmartBanking,im so sorry to say but please fix this app it's so bad i didnt receive opt code to process any transactions on this app,1,1,0
BIDV SmartBanking,ui has been improved but i could not login this morning please fix it asap,2,1,0
BIDV SmartBanking,great application all my banking experience has been fine with it,5,1,1
BIDV SmartBanking,this app is bad cannot proceed any transfer order always ask user to come back and execute order later,3,1,0
BIDV SmartBanking,always forces me to update i can not make transaction,2,1,0
BIDV SmartBanking,i can't log in my account they said it was an old password but i can't change the password,2,1,0
BIDV SmartBanking,slow often got log out out of a sudden,2,1,0
VPBank NEO,what's wrong with this app now i've got balance when i opened it days ago and since then the apps stops working i tried to redownload it just in case will work unfortunately it's the same i wanted to see the money being forwarded in my account but i can't open my apps freaking bad,2,1,0
VPBank NEO,too bad there s no 'transfer purpose' when making the transfer you have to do it all again there's no fingerprint also no matter how many times i try to setup thrash,1,1,0
VPBank NEO,please bring back screen capture function immediately it helps a lot for my transaction confirmation,5,1,1
VPBank NEO,the app keeps asking me to vote stars it is really annoying,1,1,0
VPBank NEO,cannot enable login by short pin,1,1,0
VPBank NEO,the otp code is alway unmatch and can not process the final stage clarification of user,1,1,0
VPBank NEO,the app is good but the overall customer experience is extremely annoying thousand of calls from the bank to sell other services that i've never signed up for rude telesalepeople they ignored my wish not to receive those disturing call times after times i had to block its number today,1,1,0
VPBank NEO,i have used vpb for such a long time while using it i realized the bank automatically reset login password and atm card password without any notice or apology for times year it also raised concerns employees of the bank can easily use customer accounts for other purposes there has never been a bank that is bad disrespecting its users and violently interfering with confidential information as it does does the state bank of vietnam aware this unacceptable action,1,1,0
VPBank NEO,"i opened the app hours ago and it asked me to update i updated then tried to log in but the app would buffer for minutes then go ""the system cannot connect try again "" it's been doing that for hours",1,1,0
VPBank NEO,good experience so fast and convenient,5,1,1
VPBank NEO,works fine now turns out it's the os that messed everything up,5,1,1
VPBank NEO,the neo version is really bad i do not even know who transfer the money to my account in balance even checking the information is hard on smartphone did the dev team really use this version before publish to the users how can i check immediately the sender information if there is no function for that orx i have to wait after month to have new records in history,1,1,0
VPBank NEO,the first time i use credit card at this bank they are working as title of bank but the way they work very bad they will call you at least phone call each day as you are their debtor after they send statement and the deal date is not over the worst bank which i have experienced to,1,1,0
VPBank NEO,i already reported the login method's bug to you guys now both of short pin and fingerfrint are not working at all in the latest version i have to use the password of my account to login this app quite disappointed hope developers fix them as soon as possible,4,1,1
VPBank NEO,recently when in need i can't open the app i have experienced this issues so many times please fix as soon as you can then i can give stars back,1,1,0
VPBank NEO,very good service smooth and save,5,1,1
VPBank NEO,easy to use fast money transfer,5,1,1
VPBank NEO,app have big security bug in otp once you select send smart otp activation through email you will never receive the email in time at the same time you lose your current otp method you will stuck in situation without otp and your money will be trapped in the bank i have lost my business opportunity due to this even after week customer service still didnt resolve this dont delete this review it is serious bug,1,1,0
VPBank NEO,why you guys disable screen shot feature,1,1,0
VPBank NEO,good app fast and reliable,5,1,1
VPBank NEO,cannot log in the app pls fix,1,1,0
VPBank NEO,trash app can't open app again after idling for few minutes fingerprint pin login auto removed after re open app always require password to login cant fast type in textbox worst experience,1,1,0
VPBank NEO,stupid app terrible app wait very very long for response when money come to your account must logout login again to update the account balance what a fool app transaction history can only selected day cannot select from date and to date,1,1,0
VPBank NEO,it's stupid to require users to change the password every or months this makes it actually less secure because many users cannot remember the new password and have to write it down somewhere,1,1,0
VPBank NEO,stupid app there's no settings to change language to english turned the fingerprint login on but the app keeps forcing to login with password every time i reopen atm location takes hours to load,1,1,0
VPBank NEO,overalls this is a fine mobile banking app with a decent ui functionality and security for dev the newest version crashes on android update oct crash issue fixed,3,1,0
VPBank NEO,just got over notifications from this banking app second per promotion news can you believe it and when i tried to call their hotlines their staff told me that it's ok just a small bug dev still got lots of notifications till i deleted this app lol,1,1,0
VPBank NEO,trying to change settlement method for my saving account from automatically roll to settle automatically for half an hour now but the app won't let me this is a freaking steal pls fix asap i am seriously pissed,1,1,0
VPBank NEO,from until now the app cannot move money really how could vpbank treats customers this bad app having bugs no email no notification to let customers know it,1,1,0
VPBank NEO,app crash when start on android q device will update back to stars once i can open the app again please fix it thanks,1,1,0
VPBank NEO,too much advertising notification not stable and occasionally takes too much time for logging in,1,1,0
VPBank NEO,grea fast and accurate,5,1,1
VPBank NEO,i could not log in the bank application i think bank should send email to inform their customers about any interruption it delays my activities so disappointing,1,1,0
VPBank NEO,updated version is better more simple to use,4,1,1
VPBank NEO,very satisfied once using the app in any transfers which is integrated and combined with multiple of conveniences for user,5,1,1
VPBank NEO,be kicked out of the app when try to log in samsung note android latest update edit now working after re install,4,1,1
VPBank NEO,it is really slow i am customer changing from timo and this app is really inconvenient please improve it,1,1,0
Sacombank Pay,the transactions search filter is not good it doesn't show the whole month or the past time i am waiting for the new version with updates on this issue thanks,3,1,0
Sacombank Pay,app does not work well contents are not available in some ways as unclear functions showing up it takes around minutes to open up or sometimes it doesn't open at all so bad app,1,1,0
Sacombank Pay,love it so convenient for me checking my account anytime anywhere and do transaction quickly,5,1,1
Sacombank Pay,hmm i have faced bad experience with this app my information at the bank is totally correct but the app shown mismatch information secondly i've received a lots of unable to access server for the first installation please fix them asap then i will re visit and update my rating,4,1,1
Sacombank Pay,no english language support too many notifications sent even though i never successfully set up the app due to language issue notifications are in vietnamese,1,1,0
Sacombank Pay,crash at splashver activity for the version this is the basic error that cannot be accepted it's terrible,1,1,0
Sacombank Pay,app seem to work without problems english version would be great and more convenient for sure,4,1,1
Sacombank Pay,why can't you send a notification when users do a transaction,1,1,0
Sacombank Pay,apps isn't good working i can't transfer money due to any otp messages to my phone i'm so tired disappointed face disappointed face disappointed face,2,1,0
Sacombank Pay,not good as ios version it usually crashes and not responding when loading updated now it's good,5,1,1
Sacombank Pay,filter does not seem to work i filter a few month ago but it always returns a month ago,3,1,0
Sacombank Pay,very slow to operate cannot see vnd equivalent amount when tracking historical transactions that not yet billed,2,1,0
Sacombank Pay,not working on pixel xl suddenly woke up one day to find the app stops working,1,1,0
Sacombank Pay,the mpass just doesn't let me fill in badly experience even when it's just few first steps samsung s,1,1,0
Sacombank Pay,added my visa info into the app and it disappeared few days later added again and it disappeared also,2,1,0
Sacombank Pay,it is totally bad as running slowly and most of the time errors occurred,1,1,0
Sacombank Pay,the connection is too slowly i have an urgent case but i couldn't access to the transaction,1,1,0
Sacombank Pay,cannot create mpass when the keyboard inputs but app doesn't fill in,2,1,0
Sacombank Pay,not smooth so slowly to login and load inform,2,1,0
Sacombank Pay,not stable crash frequently after entering the password,3,1,0
Sacombank Pay,crash frequently omits vietcombank from transfer list without notification,1,1,0
Sacombank Pay,could not insall update version android,2,1,0
Sacombank Pay,good application easy to used comfortable,5,1,1
Sacombank Pay,i can not make any payment lately due to not be able to receive my opt code,3,1,0
Sacombank Pay,this app is really awful it's easy to top up the money into the app but it's extremely difficult to spend that amount nap tien rat de dang voi phi nap con su dung tien do de thanh toan dich vu thi bao loi nhung tien van tru vua goi len tong dai de khieu nai khong biet khi nao moi co the giai quyet duoc goodbye this app,1,1,0
Sacombank Pay,store don't upload new version but app require update,1,1,0
Sacombank Pay,worst app ever it doesn respond all the time,1,1,0
Sacombank Pay,cannot login charge fee monthly,1,1,0
Sacombank Pay,good app and useful,5,1,1
Sacombank Pay,no english language big no for foreigners,1,1,0
Sacombank Pay,android rooted can't use poor me,5,1,1
Sacombank Pay,crash pls fix it asap,1,1,0
Sacombank Pay,sacombank should fire all development teams bad experience many issues,1,1,0
Sacombank Pay,mess always loadingggg,2,1,0
Sacombank Pay,no english version,1,1,0
Sacombank Pay,good app great,5,1,1
Sacombank Pay,your otp not working after waiting so long,1,1,0
Agribank E-Mobile Banking,the app is not applicable for foreigners who live in vietnam to use because the application requires to register by taking photos of passport or id card but after several times of taking photos the application is still not workable it doesn't allow to pass as its ai mistakenly see my passport as a copy even i use the actual one why don't they do like the other banks that use only mobile number and otp to approve the app register process which are clearly safety enough already,1,1,0
Agribank E-Mobile Banking,the worst app and bank so far they never answer your call they block any refund transactions most of the time when u need to make a transaction they app is under maintenance i don't understand whether a bank or a donation store you better stay away no bank is better than this bank,1,1,0
Agribank E-Mobile Banking,i feel really disappointed with this app i went to agribank office to request for internet banking service this morning and i installed this app after that i expected that i could transfer money to another bank but not the system had error continuously from up to now i can't transfer money it's terrible it is not unexpected to say the services are extremely bad although the fees are very high,1,1,0
Agribank E-Mobile Banking,the app has a bug not useful for foreigners living in vietnam foreigners can't verify online the ai app only accepts passport having star shaped red stamp signature logo emblem same as vn passport i've visited the bank and registered manually recently i've got a new smartphone and unable to verify online even i know my login id and password the app doesn't accept registration due to lockdown i don't want to visit the branch at the moment,1,1,0
Agribank E-Mobile Banking,whats the point when asking for fingerprint but giving no sensor on the screen where can i even put my fingerprint,1,1,0
Agribank E-Mobile Banking,super slow really inconvenient bad parsing of passwords causing discrepancy between web login and mobile login not to mention bad service in general all in all would not recommend,1,1,0
Agribank E-Mobile Banking,cannot use fingerprints on my galaxy note too bad,1,1,0
Agribank E-Mobile Banking,a useful bank app with quick and secure transaction however not until i've updated it to latest version did it stop asking me for typing old password instead of the new one which i have changed for weeks ago,5,1,1
Agribank E-Mobile Banking,unacceptable app i am stupid to get this app on my device although i got some warnings from the comments hotline not work as it is called the teller just lure customer to use no detail explanation no detail on the fee no way to transfer money to other banks,1,1,0
Agribank E-Mobile Banking,i have same problem changed phone although i know my logging info but still ask scanning passport which not be accept always system ask to continue scanning i have accounts one in vnd and other in usd but i can not use any of them and i'm working abroad now nompossible come back soon because of locked down due covid first thing i do when come back vietnam transfer my money to other bank and close agri bank account i promise,1,1,0
Agribank E-Mobile Banking,quite fine but in maintaining too frequently,4,1,1
Agribank E-Mobile Banking,i can't transfer it's been more than month this app has that problem what is the useful point of this app only checking money in account,1,1,0
Agribank E-Mobile Banking,terrible app too many bugs,1,1,0
Agribank E-Mobile Banking,for me it is very convenient for checking credit balance as well as transferring money thanks,5,1,1
Agribank E-Mobile Banking,every time when i need to transfer the app always say it's under maintenance,2,1,0
Agribank E-Mobile Banking,like buying tickets function on the app very quick and convenient,5,1,1
Agribank E-Mobile Banking,it drain my smart phone battery too fast even when not using this app at all,1,1,0
Agribank E-Mobile Banking,i couldn't receive or transfer this app runs so slow and terrible,1,1,0
Agribank E-Mobile Banking,announcing updating about remainder changing in account is very slow,1,1,0
Agribank E-Mobile Banking,just a suggestion change the bank name to maintenancebank,1,1,0
Agribank E-Mobile Banking,only in vietnamese there isn't an option for english language,4,1,1
Agribank E-Mobile Banking,what's wrong with this app i can't view card information it's so inconvenient thumbs down,1,1,0
Agribank E-Mobile Banking,man it always not working when i need it,1,1,0
Agribank E-Mobile Banking,the app is great,4,1,1
Agribank E-Mobile Banking,no english on the app so its quite difficult to use,1,1,0
Agribank E-Mobile Banking,fast convinient and easy to use,5,1,1
Agribank E-Mobile Banking,fake and awful app i dont access my ebanking through this app slightly smiling face,1,1,0
Agribank E-Mobile Banking,tood bad i can't submit my tuition,1,1,0
Agribank E-Mobile Banking,this app needs improvement it is useful but it can do more,5,1,1
Agribank E-Mobile Banking,it is good and convinent to tranfer money and pay bill,5,1,1
Agribank E-Mobile Banking,too much maintenance period i will change to bidv,1,1,0
Agribank E-Mobile Banking,good app very fast,5,1,1
Agribank E-Mobile Banking,it helps me very much in tranfering money paying bill,5,1,1
Agribank E-Mobile Banking,useful app for everyone,5,1,1
Agribank E-Mobile Banking,bad very bad,1,1,0
Agribank E-Mobile Banking,very useful for foreigners,5,1,1
Agribank E-Mobile Banking,easy to operate,4,1,1
Agribank E-Mobile Banking,never seen any banking apps are stupid as agribank,1,1,0
Agribank E-Mobile Banking,this app sucks and so does this bank,1,1,0
ACB One,stupid app the newest version is so trashy can't login by fingerprint although already set thousand times seem like tech team doesn't even bother working on client's feedbacks please check the bug and fix it soon or else your clients might want to change another bank for better service,1,1,0
ACB One,back button seems not to be so responsive and also please add quick login for face detection based phone,3,1,0
ACB One,"login by fingerprint shows ""an error occured please try again"" login sometimes works sometimes does not already called the hotline but she said it all worked on her side nobody cares about customer experience what a bad app app compared to their reputation",1,1,0
ACB One,useless history that cant even hold a year long worth of transaction,2,1,0
ACB One,overall okay now there is no option to sell usd for vnd so i have to use the web version for it,3,1,0
ACB One,lot of bugs i still need to use the web app to do all my things this app has all the functions but it does not work if i hit the execute button it just stays there without any response it happens everywhere starting with the log in function after entering my user and password i press log in but nothing happens i have to kill the app open it again do the same thing then i can log in,2,1,0
ACB One,can never log in with my fingerprint,3,1,0
ACB One,good looking gui but query time take so long i used g as well as mbs ftth wireless connection on every feature especially when getting opt the gui stucked in password input interface quite long before jumping to opt input interface last one could not find where to lock unlock cards feature,3,1,0
ACB One,can not transfer money although minus account status checking all the time since yesterday,1,1,0
ACB One,new ui not comforable should be switch back to old ui,1,1,0
ACB One,can not see transaction's detail i can not find sender's information,3,1,0
ACB One,i can't make transactions on this app it would return me to the phone's homepage whenever i hit the buttons for transaction please fix the bug,1,1,0
ACB One,automatically extend the saving account of customer till with really low interest without informing customer create difficulties to cancel it and force customer to take action for their system false dont know how many customers have such terrible experience will change to another bank right after all accounts expire,1,1,0
ACB One,the app keeps auto disable fingerprints authentication after a period of time force me to reenter the password it's too annoying there is no other bank app does this,1,1,0
ACB One,you guys need to work on the transactions after each one there must be a balance showing how much money you have left after spending or withdrawing that amount of money this problem causes too much confusing,3,1,0
ACB One,functions okay portable good force update to use services very terrible most updates are minor fixes or optimizations those most likely won't affect the application yet force users to update pls limit force update when there is a major update which affect the application or system itself,3,1,0
ACB One,it requires me to change password too properly i feel annoyed when i have to create and remmember new symbol strings many times in a year,1,1,0
ACB One,doesn't allow to use the app it said i have to update new version but my version is the latest one now and i cant update anymore the app was lagged and maintenance happened all the time which made me wait for hours although i need to use the money immediately,1,1,0
ACB One,app require update after updated the screen update still appear and don't allow to use now stuck at update notification screen,2,1,0
ACB One,today i wanted to do remittance via app the app asked me to update app to new version i clicked on the update button but nothing to update in play store,3,1,0
ACB One,poor experiment lacking functions,1,1,0
ACB One,refuses to run on my phone because it's rooted i have tons of other bank apps running without issues,1,1,0
ACB One,many functions don't work cannot pay cellphone cannot look up a bill balances not worth installing,1,1,0
ACB One,the app always give you notification of sms fee at midnight with a ringtone of laughing sound of toddler the dev must have watched horror movie too much lol,4,1,1
ACB One,there are many bug on this app please fix it asap i already report to acb last month but problem not fixed what are you doing acb's developer,1,1,0
ACB One,need fix login session expires with fingerprint this is a bug,2,1,0
ACB One,hi acb team the app is requesting to update while on ch play it's the latest version already please fix,4,1,1
ACB One,stupid app it keep asking for updating but unable to do even i uninstall and reinstall it still not work,2,1,0
ACB One,something wrong with the updated version i cannot make the transaction need to fix it,2,1,0
ACB One,this update brings new look easy usage i have waited for this update too long,4,1,1
ACB One,best app and bank service so far in vietnam i could just deposit at the atm and do everything i need on this app would recommend it to anyone,5,1,1
ACB One,such a poor app that crashes every time i log in very disappointed,1,1,0
ACB One,useless screen keeps loading and nothing gets done,1,1,0
ACB One,take like mins to log in and then no data could not make any transaction happens many time,2,1,0
ACB One,too slow performance especially when authorizing by touch sensor,2,1,0
ACB One,very useless app cannot pay for loan months from using this app but no time can use,1,1,0
ACB One,hanging on login screen after press login so annoying to use this app,1,1,0
ACB One,even deleted app and installed again still ask to update to log in how can update without updating button,1,1,0
ACB One,it keep telling me to update the app but i already did it i cant login to check my account hope you guy will fix it soon,5,1,1
ACB One,a few bugs slow sometimes but get the job done,3,1,0
Sacombank mBanking,latest update asks me everytime i login to update confirm my email and personal details not a world class app you can only access if you are located in vietnam or use a vpn very limited functionality and difficult to navigate to view your recent transactions,2,1,0
Sacombank mBanking,it connects directly with bank but it does not give you a code or allow to confirm a payment,1,1,0
Sacombank mBanking,annoying i called customer service many times just to reset password it took a lot of money and time just to call their hotline number to fix this problem agents just passed me from one to another horrible i called before and it took only minutes then now it's been an hour or so they either hung up on me or put me on hold for too long,1,1,0
Sacombank mBanking,app is quite bad cannot remember acc number option cells require user to scroll up or down instead of keywords require to provide branch of beneficiary bank but limited option of branches' name so i cannot do transfer money to my friend,3,1,0
Sacombank mBanking,the app has continous problems cannot log in via app only thru a laptop pc have uninstalled and tried to reinstall but still doesnt work,1,1,0
Sacombank mBanking,can't log in long delay in bank transfer disappeared transaction even though deduction text received without any sign of adding up back terrible experience,1,1,0
Sacombank mBanking,it's very hard to open the application it requires too much internet traffic sorry but i can't give more score in comparison to another bank's applications p s look at msb for a reference,1,1,0
Sacombank mBanking,bad service bad app cannot contact the hotline waste a lot of time,1,1,0
Sacombank mBanking,bad app i have changed the pass word but cannot use the new pass word the account has been locked many times,1,1,0
Sacombank mBanking,hard to use every information in the transaction have to be interested manually without any method to check before processing,1,1,0
Sacombank mBanking,many errors and too difficulty to use,1,1,0
Sacombank mBanking,just cant even login into the banking app what just happens,1,1,0
Sacombank mBanking,worse app ever can't even login nor do anything particularly well might as well delete this from existence rolling on the floor laughing,1,1,0
Sacombank mBanking,the app keep asking unnecessary permissions of my phone it make me feel more unsecured than the convenience of it,1,1,0
Sacombank mBanking,always crashing too much time wasted uninstalling and reinstalling,2,1,0
Sacombank mBanking,cant open app just stand by white screen and stopped android kitkat,3,1,0
Sacombank mBanking,too much manual must use by touch alot not all of the function link all together so easier not as smooth,3,1,0
Sacombank mBanking,can not dowload,1,1,0
Sacombank mBanking,terrible service and interface,1,1,0
Sacombank mBanking,bad app hard to use waste time,1,1,0
Sacombank mBanking,terrible experience mobile banking,1,1,0
Sacombank mBanking,very stupid reset password flows i would say very stupid,1,1,0
Sacombank mBanking,cannot open says problem with network connection,1,1,0
Sacombank mBanking,the app crashes can't open,1,1,0
Sacombank mBanking,sorry but not run on sh mobile andoid lollipop i don't check my account please fix it thanks,4,1,1
Sacombank mBanking,just need to improve the uix and its perfect,4,1,1
Sacombank mBanking,always bug and error,3,1,0
Sacombank mBanking,cannot change log in password,1,1,0
Sacombank mBanking,app keeps crashing,1,1,0
Sacombank mBanking,just doesn't work complete trash,1,1,0
Sacombank mBanking,i want to open bank account in sacom but i am unable to open account online can anyone help,1,1,0
Sacombank mBanking,i attempt couple of times registering on mbanking but i can't it always say failed what should i do do i need to go to your office,3,1,0
Sacombank mBanking,bad performance so slow,1,1,0
Sacombank mBanking,cant open app on huawei mate pro,1,1,0
Sacombank mBanking,it took too much time for installation,1,1,0
Sacombank mBanking,very good in short i like it,1,1,0
Sacombank mBanking,good mb app,5,1,1
OCB OMNI - Digital Bank,good app need improve for ease useful,5,1,1
OCB OMNI - Digital Bank,overall it's good the connection is fast and interface is user friendly even to new ones however the app doesn't load and sometimes quits unexpectedly please help fix it thank you,4,1,1
OCB OMNI - Digital Bank,i can't change the password it keeps spinning the loading page,1,1,0
OCB OMNI - Digital Bank,it's a stupid idea to invent these double apps this app and ocboitp app frequently ask for update wait infinitely when transferring money and block the web based internet banking while it gets problem,1,1,0
OCB OMNI - Digital Bank,error cannot connect to the internet and auto shut down check my wifi and g they are all good i got no such problems while using other banking apps,1,1,0
OCB OMNI - Digital Bank,update many times per month it makes me feel unprofessional and unstable app i must update anytime when i need to use it app architecture should make invisible update with customers,3,1,0
OCB OMNI - Digital Bank,best performance app so far everything's fine i'm still looking forward to some amazing improvements though,5,1,1
OCB OMNI - Digital Bank,"app crashed when scan vietqr that have transaction value is a number with money currency ex "" đ""",4,1,1
OCB OMNI - Digital Bank,"it's privacy issue ocb omni does not completely "" disappear"" after clicking logout what i mean is ocb omni still on the screen until i restart my phone",3,1,0
OCB OMNI - Digital Bank,not working i could not access anything inside,1,1,0
OCB OMNI - Digital Bank,bad app after last updated i can't do anything loading again loading even good connection,2,1,0
OCB OMNI - Digital Bank,terrible app keeps lagging on verification leading to failed transaction separated iotp,1,1,0
OCB OMNI - Digital Bank,terrible app error often occurs,1,1,0
OCB OMNI - Digital Bank,app screen still on after sign out unable to do anything unless reset the phone,2,1,0
OCB OMNI - Digital Bank,really enjoy the app transaction is performed well and also the investment services with external partner,5,1,1
OCB OMNI - Digital Bank,experience is so bad when i install face otp i have to uninstall and download omni many times,2,1,0
OCB OMNI - Digital Bank,easy to use good functions,5,1,1
OCB OMNI - Digital Bank,good sometime there are some little errors,4,1,1
OCB OMNI - Digital Bank,great app everything is fast and easy,5,1,1
OCB OMNI - Digital Bank,can't do any task even showing my balance,1,1,0
OCB OMNI - Digital Bank,app full of glitch and connection failed,2,1,0
OCB OMNI - Digital Bank,this app is really good everything is clear and fast,5,1,1
OCB OMNI - Digital Bank,satisfying service and hospitable employees i hope the bank will provide more intriguing products and services,5,1,1
OCB OMNI - Digital Bank,bank locked cars without notice to customer i'd closed all my account in this bank already,1,1,0
OCB OMNI - Digital Bank,simple and fast,5,1,1
OCB OMNI - Digital Bank,nice and fast app,5,1,1
OCB OMNI - Digital Bank,this is really an excellent banking app,5,1,1
OCB OMNI - Digital Bank,good app and it's fast for us,5,1,1
OCB OMNI - Digital Bank,good experience nice theme,5,1,1
OCB OMNI - Digital Bank,good app user friendly,5,1,1
OCB OMNI - Digital Bank,laggy so manny updates sucks,1,1,0
OCB OMNI - Digital Bank,it is comportable to handle your tansaction or to manage money,5,1,1
OCB OMNI - Digital Bank,connection problem always,1,1,0
OCB OMNI - Digital Bank,so good to use all services,5,1,1
OCB OMNI - Digital Bank,cannot withdraw money from online saving account be careful where to put your money,1,1,0
OCB OMNI - Digital Bank,very slow sometimes,3,1,0
OCB OMNI - Digital Bank,many useful features,5,1,1
OCB OMNI - Digital Bank,poor and slow appp,1,1,0
OCB OMNI - Digital Bank,i love this app,5,1,1
OCB OMNI - Digital Bank,easy to use,5,1,1
OCB OMNI - Digital Bank,easy to use,5,1,1
OCB OMNI - Digital Bank,cannot work,1,1,0
OCB OMNI - Digital Bank,pretty good,5,1,1
OCB OMNI - Digital Bank,good app,5,1,1
OCB OMNI - Digital Bank,thank,5,1,1
OCB OMNI - Digital Bank,great app,5,1,1
OCB OMNI - Digital Bank,app closed,4,1,1
OCB OMNI - Digital Bank,cannot transfer,3,1,0
OCB OMNI - Digital Bank,great ui,5,1,1
OCB OMNI - Digital Bank,so great,5,1,1
OCB OMNI - Digital Bank,good app,5,1,1
OCB OMNI - Digital Bank,perfect app,5,1,1
OCB OMNI - Digital Bank,great,5,1,1
OCB OMNI - Digital Bank,good service,5,1,1
OCB OMNI - Digital Bank,good service,5,1,1
OCB OMNI - Digital Bank,good app,5,1,1
OCB OMNI - Digital Bank,good experience useful and friendly,5,1,1
OCB OMNI - Digital Bank,pretty good,4,1,1
OCB OMNI - Digital Bank,great,5,1,1
TNEX - Ngân hàng số thế hệ mới,"they have option for transferinf but no ""adding new receiver"" becareful",1,1,0
TNEX - Ngân hàng số thế hệ mới,please i can't understand anything on the app because nothing was written on the app with english language,1,1,0
TNEX - Ngân hàng số thế hệ mới,this is great app one of the best app in play store i have seen so many app in play store but this is very good version i really like it my experince is great,5,1,1
TNEX - Ngân hàng số thế hệ mới,dont use this or you will lost your money can withraw money if you transfer it to energy account they use this trick to keep your money on their bank forever,1,1,0
TNEX - Ngân hàng số thế hệ mới,enter the referral code to redeem high voltage energy which can be used to pay bills as well as top up thank you,5,1,1
TNEX - Ngân hàng số thế hệ mới,not in english,1,1,0
TNEX - Ngân hàng số thế hệ mới,wow so amazing i really like it this is the one of the most important for everyone i really like it,5,1,1
TNEX - Ngân hàng số thế hệ mới,not supported on my device,1,1,0
TNEX - Ngân hàng số thế hệ mới,app very convenient,5,1,1
TNEX - Ngân hàng số thế hệ mới,can not register and login,1,1,0
TNEX - Ngân hàng số thế hệ mới,excellence app with amazing cx,5,1,1
TNEX - Ngân hàng số thế hệ mới,app is hideous af,1,1,0
TNEX - Ngân hàng số thế hệ mới,love the experience,5,1,1
TNEX - Ngân hàng số thế hệ mới,need for bangladesh,5,1,1
TNEX - Ngân hàng số thế hệ mới,good app,5,1,1
SHB Mobile Banking,i updated my app then my finger print paw prints authentication failed and i was asked to put my password i put my password but it keeps saying wrong password why,1,1,0
SHB Mobile Banking,simple and easy to use,5,1,1
SHB Mobile Banking,cannot sign in,1,1,0
SHB Mobile Banking,can not use at all i have good internet connection and i can use other bank app but this app can not even load account i formation,1,1,0
SHB Mobile Banking,cannot be opened only loading,1,1,0
SHB Mobile Banking,easy friendly mobile banking app,5,1,1
SHB Mobile Banking,can't change first time password can't use at all,1,1,0
SHB Mobile Banking,great app with useful functional tool,5,1,1
SHB Mobile Banking,i can't change my password although everything is correct,1,1,0
SHB Mobile Banking,hi team of state bank of hyderabad ur app is so different from other banks moderate it and make it easier thanks,1,1,0
SHB Mobile Banking,i hated this app,1,1,0
SHB Mobile Banking,waste off using,1,1,0
SHB Mobile Banking,hopless,1,1,0
SHB Mobile Banking,good app,5,1,1
SHB Mobile Banking,that ko the tin noi,5,1,1
SHB Mobile Banking,ita helpfull and convenient,3,1,0
SHB Mobile Banking,very bad experience sad but relieved face sad but relieved face sad but relieved face sad but relieved face,1,1,0
SHB Mobile Banking,no english in,1,1,0
SHB Mobile Banking,very simply aaps,4,1,1
SHB Mobile Banking,it is good and easier,5,1,1
SHB Mobile Banking,this is great,5,1,1
SHB Mobile Banking,good and best,5,1,1
MyVIB,need to improve a lot the app still have to much bug not stable just used app to get otp few days before but now can't use and have to uninstall then reinstall after called the call center very very inconvenience and uncomfortable the customer services also not to good should polite the customer and talking softer thanks,1,1,0
MyVIB,"updated thanks for quick response from support team i will rate it stars this time ""myvib is not compatible with the current device"" my phone is sky vega a with android installed i know my phone and the os were old but the incompatibility is not acceptable please work on the issue asap i will keep this rating until i can access my account via the app",5,1,1
MyVIB,after updating my phone last week i get an error saying the app is not compatible contacting vib support a week ago has not helped their service is terrible they have not made any effort to communicate with me to resolve this issue this is a huge problem as i cannot use opt,1,1,0
MyVIB,noob app in app photo taking self verification process is so useless that it won't check or warn you whether the image quality is good enough wasting tons of time support service is even worse and slow to response vib staff are as incompetent as if it was their first day at work ambiguous instruction email laggy server online registration is a pain in the neck because of the always ready to freeze at anytime servers,1,1,0
MyVIB,downtime always the fast transfer service always have issues while other banks rarely have that kind of issue if there is a negative rating system i will happy to give this bank and its app star instead,1,1,0
