Bank,review_text,review_score,english
TPBank Mobile,Very complicated to register for online banking. They ask me to uninstall the app today but I cannot download it again.,1,1
TPBank Mobile,"I changed my phone and forgot my password and had a new one. When I tried to login they asked me to enter the eToken code. I logged in the eToken app to take it but as this was the first time I opened it on my new phone, I was required to entered an activation code to activate this app. But to do it I had to log in TPbank app first and register the ""eToken authentication method"". How could I do it when I was already forced to enter the eToken code before using the app?????",1,1
TPBank Mobile,Why I can not paste the account name/number?,1,1
TPBank Mobile,"Nice, full features, ..",5,1
TPBank Mobile,Does allow rooted device after updating,1,1
TPBank Mobile,crash after updating the latest version. please look at BIDV smart banking app. Its so tremendously different! :=3,1,1
TPBank Mobile,I didn't get the password to get in to the app,2,1
TPBank Mobile,"The token never matches, even though the app fill it in itself. Please fix this asap this is frustrating.",1,1
TPBank Mobile,I really impressed with new version of this app. It is really blazing fast. Love it. Great job tp bank dev and ui ux team.,5,1
TPBank Mobile,"After the latest update, I can not sign in my account and the app still crash all the time I try",1,1
TPBank Mobile,"Bad app. It's never can match with the etoken. Using etoken app, can't correct. Use ebank, no etoken app correct. Very inconvinent app, can't use at all. Since have card and download this app, never can use to registered anything. Bad ideas",1,1
MB Bank,"Want to register an account but stuck at scaning face????? After spent 1 hour retry roughly 20 times the results are same :). While other apps KYC work well and fast. No glasses, no hat on, the environment's light was clear enough but why??? I'm speechless please improve your face scanner :)",1,1
MB Bank,"It's difficult to use. It took me 15 minutes, to find my bank account number. I don't like my phone number turn into my bank account number. This app needs to be more simple",1,1
MB Bank,Always try to make the app unusable to force user to update!. Too annoying!,1,1
MB Bank,Very good and useful application for everyday banking :),5,1
MB Bank,"Stupid app ever, cannot even scan cccd, even in the brightest condition",1,1
MB Bank,"Cannot create new account because my number doest not match with DB. How come this happen? I havent created account yet, so my number of course not yet existed in your Data... :(( Why the introduction title is 1 min can complete everythingggg..",1,1
MB Bank,"Can I really trust your apps to put all my money in?? Kind of scaried I think. There's something that 's gone wrong in some processes and often I have to forcedly close the app to get out of it. May someday when I do some transactions and boom, the app freezes the money might never go back and then there's no evidences that happened",1,1
MB Bank,"The service is always maintenance when I withdraw. Very bad P.s: I went to viettel store to withdraw, so I didn't need support.",1,1
MB Bank,Friendly and easy to use,5,1
MB Bank,"Need some fixes here! 1. The notification for fingerprint sensor on Android is wrong, have to be: when I touch to the fingerprint sensor icon, it must show ""touch to login"" for instance. 2. The app is not full screen operated on my redmi K30 4G. Even when I toggle on to support this app in full screen mode. Not working !",4,1
MB Bank,Newest update disables my OTP service so I can not do any transfers. App tells me to log out and re login to reactivate the OTP however it freezes up on the pop up screen,1,1
MB Bank,"Not competitive with Fold 3, my phone is not an old model to have these bad experience. I can't sign up for OTP since stuck at take picture ID card",2,1
MB Bank,So bad. This app keep loading and i waited in 30 min,1,1
MB Bank,Good App! The number one!,5,1
MB Bank,"It is fine, total registry process is automatic. However, the application stil has not much funtions and is not as convenient as applications of BIDV or Vietcombank. Need more effort for further development. At the present I would like to estimate it 4 stars",4,1
MB Bank,"Terrible, bad UX/UI, Violate too much privacy. I have not even access the app but have to send my Passport, Id, my face, voices, or even all of my contacts.",1,1
MB Bank,"Still not be able to register an account with this app after 4 days of trying. It asked me to restart my phone, stuck at OTP step forever, no verification code was ever sent to my phone number. This app sucks. Waste of my time.",1,1
MB Bank,Need to improve. App UX is bad. Cannot exit app by back button on Android phone. App requests so many permission (e.g: phone and microphone permission while the registration completed). Plz check and improve,3,1
MB Bank,"Your app doesn't send account balance notification when i had done the transaction, and i can't check account balance through the timeline, please update it",2,1
MB Bank,"It takes me 30 minutes to create an acccount, especially face scanning step which is very hard to finish. One more interesting thing is that you can purchase your account number worthing a hundred million VND.",2,1
MB Bank,Can not open the app if you don't grant it permission to access media and phone call history. It should not be working that way at all!,1,1
MB Bank,"The apps violates privacy of users, automatically takes all information from your phone and accesses data privacy. Do not recommend to use this app. There is no warning, term defines the right of privacy usage of info collected by this app. It can we use for military purposes and against human basic right.",1,1
MB Bank,No option to change to English and cannot get app to recognize either UK passport or TRC. Is it possible to even use the app and MB bank service as a foreigner ?,3,1
MB Bank,Terrible experience. I tried out their app by opening account but unable to receive bank transfer from other bank. Suck!,3,1
MB Bank,I can't find history bank transfer transaction on this app? It's not a friendly app. Very hard to find a specific function.,2,1
MB Bank,Scanning face is hard. Took me 5 tries. Turning faces left-right is too hard to complete. But great pioneer of e-KYC. Keep it going MB,4,1
MB Bank,Forgot my password and now i can't log in. Tried to reset my password many times but can't. Putting my information in and still doesn't work.,4,1
MB Bank,"While trying to register new account 2 time, the app inform that the entered ID was not matched info on ID card. So waste time. Poor app",1,1
MB Bank,The best banking app I've ever used 👍,5,1
MB Bank,I totally cannot log in... I tried to delete and re-download but it still doesn't work out... This is so annoyed!!!,1,1
MB Bank,Cannot exit app and back to previous screen by back button on android phone.,3,1
MB Bank,"Can't access app with error message ""mobile was root"" even though it's not. So stupid app!",1,1
MB Bank,"It's so hard to get account, scan ID and the face slowly, it till doesnt work, pls fix it, I wanna use this app",2,1
MB Bank,"One of the worst banking app ever, impossible to use OTP. Even staff couldnot do anything about it.",2,1
MB Bank,"1004 code error every time, it's too annoying",1,1
MB Bank,"Hard to complete its lengthy, complicated, time consuming registration process.",3,1
MB Bank,Fake ads on the Internet in 2020. I was trying to register an account for many times but still failed.,1,1
MB Bank,"App stuck at logo. Require permission to manage all files, for what???",1,1
VietinBank iPay,"Crash upon start up the app, please do something.",1,1
VietinBank iPay,Used to function ok and could log on but the recent updates in the last 2 months made it worse. Crashes upon log in and restarts my phone. How is this a trustworthy app when I need to make a transaction?,1,1
VietinBank iPay,"Personally, I think the App is very bad. I can't log in to my account, even though the password and username are correct. The App notices ""You have the wrong username or password"" but: Firstly, I can still log into my account on Vietinbank's Website. Secondly, if I have the wrong password or username, the account will be locked but the app keep saying like above. Thirdly, my phone has no problem because I just changed my new phone, but I still can't log in. I need to your answer for this problem",1,1
VietinBank iPay,"Good app but it seems clients will be asked to set up again sometimes even after fingerprint has been registered. Also there is no warning that after 5 times of failure to log in, Ipay is locked and to unlock is very time consuming. The system seems to have some problem, even with correct password, it still denies log in so becareful, not to try 5 times same password or you will be locked.",4,1
VietinBank iPay,"Login doesn't work occasionally, ""please try again later"" took too long. Other than that, there were no apparent lags, and the new interface is certainly better.",3,1
VietinBank iPay,"A sincere apology to all of our beloved customers. The last update was supposed to be a big success with a brand new shiny feature: Soft OTP. But there was a teeny tiny issue with it, thus there was no party for us. In fact, our boss Mr Lân was very close to kick us all out. We haven’t slept since last week to fix it. Please kindly update your app once again, so we can keep our jobs and hopefully feed our families. Thank you.",1,1
VietinBank iPay,"The app has loads of error. Sometimes, when I want to make payment, it can't be logged in. Will change to another bank who has better apps in the future.",1,1
VietinBank iPay,"The app contains ads, tons of ads all day all night. Lots of disturbing notifications. Not user friendly interface. Need fix soon.",1,1
VietinBank iPay,It's very helpful app. It is able to open the account without going to the bank. The transaction is fast and safe with Face Protection. Good choice.,5,1
VietinBank iPay,"The new interface of application is so awesome. That's exactly what we expected, no crash, no lag. Thanks for the effort of Dev team.",5,1
VietinBank iPay,The new interface is really cute. Love it. I have been using the ipay for 3 years and still loving it. It's nice that I can see the improvement from the dev team. Keep up the good work.,5,1
VietinBank iPay,"If u can't code a face recognize fuction, then don't put it in the app. I tire my face muscle and the app still ""can't recognize face"". This sucks.",1,1
VietinBank iPay,I dont use all the functions of this app but what I use run very well. Such as fingerprint authentication or money transfer. Good app,5,1
VietinBank iPay,"The app has some bugs. When I change new password at the first time, app crashes. :((",2,1
VietinBank iPay,"I cannot log in into my bank account via ipay even though I used my fingerprint or password. It keeps saying ""We cannot solve your request right now. Try again later."" What are you doing, Vietinbank?? The most important and basic function cannot be used!!",1,1
VietinBank iPay,"The new interface is really nice, I thank you for listening to the user, updating the usage history makes me really like. thanks",5,1
VietinBank iPay,"New interface is beautiful and fast. Especially, the developers are funny with some poems in what's new",5,1
VietinBank iPay,That's a good app for trading everyday. With many new features are very comfortable.,5,1
VietinBank iPay,"Could have more functionality, live chat support 24/7. Cannot clear notification dot but overall a good app",4,1
VietinBank iPay,"Very basic, barebone, you'd want this app is for qrpay, basic banking capabilities and balance tracking",3,1
VietinBank iPay,error ct1123456 can not log in,1,1
VietinBank iPay,The new color is impressive. App is smoother. I love the new version,5,1
VietinBank iPay,"The visual of the new version is excellent, effective and eye-catching!",5,1
VietinBank iPay,This app is too slow. It's disconnected to sever sometimes as well.,2,1
VietinBank iPay,App keep crashing when I tried to log into my account. Need an update..,2,1
VietinBank iPay,"App crashes when qr pay is scanned, update note doesn't sound professional enough for a bank",3,1
VietinBank iPay,I am terribly disgusted I can't open the application when I need to do a very important transaction.,1,1
VietinBank iPay,"Bad. Can not open an account online. If you guys dont allow custommer to open an account online, then do not advertise it. Waste of time",1,1
VietinBank iPay,It keeps crashing on opening. Please fix,1,1
VietinBank iPay,"Please give me back fingerprint on S10, i heard Samsung had fixed fingerprint security bug",3,1
VietinBank iPay,"Everytime want to do transaction, have to uninstall then install again",1,1
VietinBank iPay,This app is a trash can,1,1
VietinBank iPay,"Great UI, keep up the good work",5,1
VietinBank iPay,Pls rate it 5star to keep the dev team from getting starved to dead.,5,1
VietinBank iPay,"Very good app, I'm currently having a wonderful experience, so please Mr.Lan, send my congratulations to the dev.team. Let them keep their jobs as well as their salary at the moment, and all their efforts deserve to be recognized with a party, thank you!",5,1
VietinBank iPay,This app is awesome. Everything is so perfect. I love it very much. 😍,5,1
VietinBank iPay,sign-in seems too slow. Quick transfer to Agribank cannot find receive account.,3,1
VietinBank iPay,it works nice. thanks so much. very easy to money transfers,5,1
VietinBank iPay,"cant login most of the time? suck u better crash this app, devs",1,1
VietinBank iPay,"Dev team should add ""using front camera button"" into QR code scanning function.",4,1
BIDV SmartBanking,"It doesn't work. And for fingerprint, then falls back to here (the play store)",1,1
BIDV SmartBanking,"The UI is better than the older versions. But it still takes too long to retrieve data from server to display to the app, I can enjoy my whole cup of coffee before seeing the transaction list from app and it sucks. One more thing, I could check my transaction list for a range of only 1 month, sometimes I want to get the report for the whole year instead.",4,1
BIDV SmartBanking,"This app is really inconvenient. For the past 4 months, I've had to uninstall and re-install it for 3-4 times because it does not send me the OTP.",2,1
BIDV SmartBanking,The app does not open with fingerprint and closes the app after that,1,1
BIDV SmartBanking,"This app is epic bro - I almost have no trouble in using this app. I went to one of the BIDV's banks for a Masterclass card, and it took only 5 days to receive a new one. This helped me keep up with Zhongli's banner and I got him in the last hours. Anyway, thanks again for your services!",5,1
BIDV SmartBanking,This app contain the most stupid thing i've ever seen. The app is slow and get really complicated for such a small detail,1,1
BIDV SmartBanking,This application is extremely convenient and effective. I saved a lot of trading time after using it. The display is designed to be eye-catching and easy to use. Occasionally the application also has some interesting bonus games and programs.,5,1
BIDV SmartBanking,"I couldn't log in using other device, this app waste me so much time trying to register my id to turn that feature on (and it doesn't even work in the end). You guy also try to hide negative reviews. I planed to use bidv for my saving, but now look like it's time to look for other banks.",1,1
BIDV SmartBanking,"I'm a new customer. I went to the bank to register for the smart banking app they told foreigners cant use the app. If foreigners cant use the app how can i check my account balance, and make transfer. I haven't received sms about the deposit i made. I have enough money in my account but my MasterCard isn't working. I can't use it for anything. I'm planning to close my account.",1,1
BIDV SmartBanking,"So many problem. I had to reinstall the app cause of problem, now i cant log in cause it say i cant sing in from new devices. Now it say password hass expired entry new one ao i did. Now still cant log in cause im still consider as logging from new devices, BIDV good way to loose consumers.",1,1
BIDV SmartBanking,Really bad app. I couldn't relogin on the same smartphone after reset it. Should to change the name of app to Stupidbanking.,1,1
BIDV SmartBanking,"Lately this app always have problems, we can't access or check our accounts! So annoying when you have something important to do but the app won't let you.",1,1
BIDV SmartBanking,Best mobile banking app in Vietnam. Excellence user interface. Smooth in all in-app interactions. Have the widest range of functions and variety of 3rd party supported. Loving it!!!,5,1
BIDV SmartBanking,"I have had to reinstall the app because it stops working when transferring money to other Vietnamese banks, even BIDV accounts. I don't receive the sms with the authorization code.",1,1
BIDV SmartBanking,"""Foreigners are not allowed for internet banking"" I forgot my password and went to the branch to request new password but they denied. So I closed my account with BIDV. Very poor experience !!",1,1
BIDV SmartBanking,"Worst app ever. I literally don't want to rate this app any star (if possible) because this ""smart"" banking absolutely not worth it. I could never bank anyone any money because the otp mess never show up. Can't understand why this ""big"" bank can not afford to do what other banks can",1,1
BIDV SmartBanking,"The ott now so slow, not fast as the previous version",1,1
BIDV SmartBanking,"This app sucks. The OTP sms for a money transfer request just wont come. The app name even has ""smart"" and ""banking"" in it which show no use",1,1
BIDV SmartBanking,"It 's not smart banking. It must be stupid banking. Everytime i back to home page, it make me quit from this app. Very terrible experience.",1,1
BIDV SmartBanking,"Impressive work by VCB digital banking team! Many features, lean layout, easy flow. Keep up with the good work!",5,1
BIDV SmartBanking,"Do not use BIDV, try Techcom bank and VP bank, u'll have betrer service and faster process at the bank. BIDV thinks it's a good idea to update their system without intergrading or propper testing, lock people out and make people come in just to be able to access an account.",1,1
BIDV SmartBanking,Very good app. I like it!!! UI is prettier than the old version,5,1
BIDV SmartBanking,I can not log in anymore although i use the same device.,1,1
BIDV SmartBanking,I cannot log in anymore and it keeps saying reactivate function in another device is locked even though it's still the same device ?!,1,1
BIDV SmartBanking,"it is said that i could make transactions like 24/7 but each time i make ones after midnight, errors happen saying that my card's number/my banking account is invalid. so please fix it.",4,1
BIDV SmartBanking,It is still not working with the official Android 11 properly. Developers should have updated your app immediately.,2,1
BIDV SmartBanking,"This app won't even let me log in. Asked me to change my password, then add a pin and then change password again.",1,1
BIDV SmartBanking,Cannot change password once the existing password was expired. It keeps saying the request cannot be performed and asks to retry again later.,1,1
BIDV SmartBanking,"I forgot password, so i can not log in the app. And I do not receive any solutions from it to support me if the bank is so far away.",1,1
BIDV SmartBanking,"What happens with my app?🤔 It lag, I try it again 3 times. Uninstall and redownload. Not better😭😭😭",2,1
BIDV SmartBanking,It won't send me the OTP for transactional service. Can't recognize my fingerprint either.,1,1
BIDV SmartBanking,very good and useful. sometimes i can not make transaction but it was fixed immêdiatlly. very good,5,1
BIDV SmartBanking,"Please update system. We need stable app, not an intelligent app with crash loading screen",1,1
BIDV SmartBanking,"Im so sorry to say, but please fix this app, it's so bad. I didnt receive OPT code to process any transactions on this app.",1,1
BIDV SmartBanking,UI has been improved but i could not login this morning. Please fix it asap,2,1
BIDV SmartBanking,Great application. All my banking experience has been fine with it.,5,1
BIDV SmartBanking,"This app is bad, cannot proceed any transfer order, always ask user to come back and execute order later.",3,1
BIDV SmartBanking,Always forces me to update. I can not make transaction -.-,2,1
BIDV SmartBanking,"I can't log in my account, they said it was an old password but I can't change the password",2,1
BIDV SmartBanking,Slow. Often got log out out of a sudden.,2,1
VPBank NEO,What's wrong with this app now? I've got 0 balance when I opened it 4 days ago and since then the apps stops working. I tried to redownload it just in case will work unfortunately it's the same. I wanted to see the money being forwarded in my account but I can't open my apps. Freaking bad!!!!,2,1
VPBank NEO,"Too bad, there s no 'transfer purpose' when making the transfer, you have to do it all again. There's no fingerprint also, no matter how many times I try to setup. Thrash",1,1
VPBank NEO,Please bring back screen capture function immediately. It helps a lot for my transaction confirmation.,5,1
VPBank NEO,The app keeps asking me to vote 5 stars. It is really annoying,1,1
VPBank NEO,Cannot enable login by short PIN.,1,1
VPBank NEO,the OTP code is alway unmatch and CAN NOT process the final stage: clarification of user,1,1
VPBank NEO,"The app is good. But, the overall customer experience is extremely annoying. Thousand of calls from the bank to sell other services that I've never signed up for. Rude telesalepeople. They ignored my wish not to receive those disturing call times after times. I had to block its number today.",1,1
VPBank NEO,"I have used VPB for such a long time. While using it, I realized the bank automatically reset login password and ATM card password without any notice or apology for 2-3 times/year. It also raised concerns employees of the bank can easily use customer accounts for other purposes. There has never been a bank that is bad, disrespecting its users and violently interfering with confidential information as it does. Does the state bank of Vietnam aware this unacceptable action?",1,1
VPBank NEO,"I opened the app 7 hours ago and it asked me to update. I updated then tried to log in, but the app would buffer for 3 minutes then go ""The system cannot connect. Try again?"" It's been doing that for 7 hours!!",1,1
VPBank NEO,Good experience. So fast and convenient!,5,1
VPBank NEO,Works fine now. Turns out it's the OS that messed everything up.,5,1
VPBank NEO,"The Neo version is really bad. I do not even know who transfer the money to my account in balance, even checking the information is hard on smartphone. Did the dev team really use this version before publish to the users @.@??? How can I check immediately the sender information if there is no function for that,orx I have to wait after 1 month to have new records in History?",1,1
VPBank NEO,The first time i use credit card at this bank. They are working as title of bank but the way they work very bad. They will call you at least 4 phone call each day as you are their debtor after they send statement and the deal date is not over. The worst bank which I have experienced to.,1,1
VPBank NEO,I already reported the login method's bug to you guys. Now both of Short PIN and Fingerfrint are not working at all in the latest version :) I have to use the password of my account to login this app. Quite disappointed :( Hope developers fix them as soon as possible.,4,1
VPBank NEO,"Recently, when in need I can't open the app. I have experienced this issues so many times. Please fix as soon as you can. Then I can give 5 stars back.",1,1
VPBank NEO,Very good service: smooth and save,5,1
VPBank NEO,Easy to use fast money transfer,5,1
VPBank NEO,"App have big security bug in otp. Once you select send smart otp activation through email, you will never receive the email in time. At the same time, you lose your current otp method. You will stuck in situation without otp and your money will be trapped in the bank. I have lost my business opportunity due to this. Even after week, customer service still didnt resolve this. Dont delete this review, it is serious bug.",1,1
VPBank NEO,Why you guys disable screen shot feature?,1,1
VPBank NEO,Good app! Fast and reliable,5,1
VPBank NEO,Cannot log in the app. Pls fix,1,1
VPBank NEO,"Trash app. Can't open app again after idling for few minutes. Fingerprint & pin login auto removed after re-open app, always require password to login. Cant fast type in textbox. Worst experience.",1,1
VPBank NEO,"Stupid app, terrible app & wait very very long for response. When money come to your account must logout & login again to update the account balance. What a fool app!!! =))) Transaction history can only selected 01 day. Cannot select from date and to date.",1,1
VPBank NEO,It's stupid to require users to change the password every 1 or 2 months. This makes it actually less secure because many users cannot remember the new password and have to write it down somewhere.,1,1
VPBank NEO,"Stupid app. There's no settings to change language to English. Turned the fingerprint login on, but the app keeps forcing to login with password every time I reopen. ATM location takes hours to load.",1,1
VPBank NEO,"Overalls, this is a fine mobile banking app with a decent UI, functionality and security. For dev: the newest version crashes on Android 11. Update Oct 25: crash issue fixed",3,1
VPBank NEO,"Just got over 1000 notifications from this banking app. 1 second per promotion news, can you believe it? And when I tried to call their hotlines, their staff told me that it's OK, just a small bug dev. Still got lots of notifications till I deleted this app. Lol.",1,1
VPBank NEO,Trying to change settlement method for my saving account from automatically roll to settle automatically for half an hour now BUT THE APP WON'T LET ME!!!!!! this is a freaking steal pls fix asap. I am seriously pissed !,1,1
VPBank NEO,"From 22.11.2020 until now. The app cannot move money. Really! How could vpbank treats customers this bad, app having bugs, no email, no notification to let customers know it.",1,1
VPBank NEO,"App crash when start on Android Q device. Will update back to 5 stars once I can open the app again, please fix it, thanks~",1,1
VPBank NEO,Too much advertising notification. Not stable and occasionally takes too much time for logging in.,1,1
VPBank NEO,Grea fast and accurate,5,1
VPBank NEO,"I could not log in the bank application. I think bank should send email to inform their customers about any interruption. It delays my activities, so disappointing!",1,1
VPBank NEO,"Updated version is better, more simple to use.",4,1
VPBank NEO,Very satisfied once using the app in any transfers which is integrated and combined with multiple of conveniences for user.,5,1
VPBank NEO,Be kicked out of the app when try to log in. Samsung note 20 android 11 latest update Edit: now working after re-install,4,1
VPBank NEO,"It is really slow. I am customer changing from Timo, and this app is really inconvenient. Please improve it.",1,1
Sacombank Pay,The transactions search filter is not good. It doesn't show the whole month or the past time. I am waiting for the new version with updates on this issue. Thanks!,3,1
Sacombank Pay,App does not work well. Contents are not available in some ways as unclear functions showing up. It takes around 30 minutes to open up or sometimes it doesn't open at all. So bad app,1,1
Sacombank Pay,Love it! So convenient for me checking my account anytime anywhere and do transaction quickly,5,1
Sacombank Pay,"hmm.... i have faced bad experience with this app. my information at the bank is totally correct but the app shown mismatch information. secondly, i've received a lots of unable to access server for the first installation. please fix them asap. then, i will re-visit and update my rating.",4,1
Sacombank Pay,"No English language support. Too many notifications sent, even though I never successfully set up the app due to language issue (notifications are in Vietnamese)",1,1
Sacombank Pay,crash at SplashVer2Activity for the version 2.0.0. This is the basic error that cannot be accepted. It's terrible.,1,1
Sacombank Pay,App seem to work without problems. English version would be great and more convenient for sure.,4,1
Sacombank Pay,Why can't you send a notification when users do a transaction?,1,1
Sacombank Pay,Apps isn't good working. I can't transfer money due to any OTP messages to my phone. I'm so tired.😞😞😞,2,1
Sacombank Pay,Not good as iOS version. It usually crashes and not responding when loading. Updated: now it's good,5,1
Sacombank Pay,"Filter does not seem to work. I filter a few month ago, but it always returns a month ago",3,1
Sacombank Pay,Very slow to operate. Cannot see VND equivalent amount when tracking historical transactions (that not yet billed),2,1
Sacombank Pay,Not working on pixel 3XL. Suddenly woke up one day to find the app stops working,1,1
Sacombank Pay,The mpass just doesn't let me fill in. Badly experience even when it's just few first steps. Samsung S8,1,1
Sacombank Pay,"added my visa info into the app, and it disappeared few days later. added again and it disappeared also.",2,1
Sacombank Pay,it is totally bad as running slowly and most of the time errors occurred,1,1
Sacombank Pay,"The connection is too slowly, I have an urgent case but I couldn't access to the transaction",1,1
Sacombank Pay,"Cannot create mPass, when the keyboard inputs, but app doesn't fill in.",2,1
Sacombank Pay,"Not smooth, so slowly to login and load inform.",2,1
Sacombank Pay,"Not stable, crash frequently after entering the password",3,1
Sacombank Pay,"Crash frequently, omits Vietcombank from transfer list without notification",1,1
Sacombank Pay,Could not insall update version. Android 8.1,2,1
Sacombank Pay,"Good application, easy to used, comfortable.",5,1
Sacombank Pay,"I can not make any payment lately, due to not be able to receive my OPT code",3,1
Sacombank Pay,"This app is really awful. It's easy to top up the money into the app. But it's extremely difficult to spend that amount. Nap tien rat de dang (voi phi nap), con su dung tien do de thanh toan dich vu thi bao loi, nhung tien van tru. Vua goi len tong dai de khieu nai. Khong biet khi nao moi co the giai quyet duoc! Goodbye this app!",1,1
Sacombank Pay,"Store don't upload new version, but app require update",1,1
Sacombank Pay,Worst app ever. It doesn respond all the time,1,1
Sacombank Pay,"Cannot login, charge fee monthly",1,1
Sacombank Pay,Good app and useful,5,1
Sacombank Pay,No English Language. Big NO for foreigners,1,1
Sacombank Pay,Android rooted can't use. Poor me.,5,1
Sacombank Pay,Crash. Pls fix it asap,1,1
Sacombank Pay,"Sacombank should fire all development teams. Bad experience, many issues",1,1
Sacombank Pay,"Mess, always loadingggg",2,1
Sacombank Pay,no english version,1,1
Sacombank Pay,"Good app, great!",5,1
Sacombank Pay,Your OTP not working after waiting so long,1,1
Agribank E-Mobile Banking,"The app is not applicable for foreigners who live in Vietnam to use because the application requires to register by taking photos of passport or ID card. But after several times of taking photos, the application is still not workable. It doesn't allow to pass as its AI mistakenly see my passport as a copy even I use the actual one. Why don't they do like the other banks that use only mobile number and OTP to approve the app register process which are clearly safety enough already.",1,1
Agribank E-Mobile Banking,"The worst app and bank so far. They never answer your call; they block any refund transactions; most of the time when u need to make a transaction, they app is under maintenance. I don't understand whether a bank or a donation store. You better stay away. No bank is better than this bank.",1,1
Agribank E-Mobile Banking,"I feel really disappointed with this app. I went to Agribank office to request for Internet banking service this morning, and I installed this app after that. I expected that I could transfer money to another bank, but not: The system had error continuously, from 9:30 up to now. I can't transfer money. It's terrible!!! It is not unexpected to say the services are extremely bad although the fees are very high!",1,1
Agribank E-Mobile Banking,"The app has a BUG ! Not useful for foreigners living in Vietnam. Foreigners can't verify online. The AI- App ONLY accepts passport having *STAR shaped Red Stamp, Signature, Logo, Emblem same as VN passport. I've visited the bank and registered manually. Recently I've got a new smartphone and unable to verify online, even I know my login ID and password. The app doesn't accept registration. Due to lockdown I don't want to visit the branch at the moment.",1,1
Agribank E-Mobile Banking,"Whats the point when asking for fingerprint but giving no sensor on the screen, where can i even put my fingerprint ?",1,1
Agribank E-Mobile Banking,"Super slow. Really inconvenient. Bad parsing of passwords - causing discrepancy between web login and mobile login. Not to mention bad service in general. All in all, would not recommend.",1,1
Agribank E-Mobile Banking,Cannot use fingerprints on my Galaxy Note 10+ Too bad.,1,1
Agribank E-Mobile Banking,"A useful bank app with quick and secure transaction. However, not until I've updated it to latest version, did it stop asking me for typing old password instead of the new one, which I have changed for weeks ago.",5,1
Agribank E-Mobile Banking,"Unacceptable app. I am stupid to get this app on my device although I got some warnings from the comments. Hotline not work as it is called. The teller just lure customer to use, no detail explanation, no detail on the fee. No way to transfer money to other banks",1,1
Agribank E-Mobile Banking,I have same problem ..changed phone although I know my logging info but still ask scanning passport which not be accept always system ask to continue scanning ... I have 2 accounts one in Vnd and other in USD but I can not use any of them and I'm working abroad now nompossible come back soon because of locked down due covid-19 ...first thing I do when come back vietnam transfer my money to other bank and close Agri Bank account I promise....,1,1
Agribank E-Mobile Banking,"Quite fine, but in maintaining too frequently",4,1
Agribank E-Mobile Banking,I can't transfer! It's been more than 1 month this app has that problem! What is the useful point of this app!?!? Only checking money in account!???,1,1
Agribank E-Mobile Banking,Terrible app. Too many bugs,1,1
Agribank E-Mobile Banking,"For me, it is very convenient for checking credit balance as well as transferring money^ Thanks",5,1
Agribank E-Mobile Banking,"Every time when I need to transfer, the app always say it's under maintenance.",2,1
Agribank E-Mobile Banking,"Like buying-tickets function on the app, very quick and convenient!",5,1
Agribank E-Mobile Banking,"It drain my smart phone battery too fast, even when not using this app at all.",1,1
Agribank E-Mobile Banking,"I couldn't receive or transfer, this app runs so slow and terrible",1,1
Agribank E-Mobile Banking,"Announcing, updating about remainder changing in account is very slow",1,1
Agribank E-Mobile Banking,Just a suggestion - change the bank name to MaintenanceBank,1,1
Agribank E-Mobile Banking,"Only in Vietnamese ,there isn't an option for English language.",4,1
Agribank E-Mobile Banking,What's wrong with this app? I can't view card information. It's so inconvenient👎,1,1
Agribank E-Mobile Banking,Man it always not working when i need it,1,1
Agribank E-Mobile Banking,The app is great,4,1
Agribank E-Mobile Banking,no english on the app so its quite difficult to use,1,1
Agribank E-Mobile Banking,"Fast, convinient and easy to use!!",5,1
Agribank E-Mobile Banking,Fake and awful app. I dont access my ebanking through this app. 🙂,1,1
Agribank E-Mobile Banking,"Tood bad, I can't submit my tuition",1,1
Agribank E-Mobile Banking,This app needs improvement. It is useful but it can do more.,5,1
Agribank E-Mobile Banking,it is good and convinent to tranfer money and pay bill.,5,1
Agribank E-Mobile Banking,"Too much maintenance period, I will change to BIDV",1,1
Agribank E-Mobile Banking,"Good app, very fast.",5,1
Agribank E-Mobile Banking,"It helps me very much in tranfering money, paying bill ,....",5,1
Agribank E-Mobile Banking,Useful app for everyone,5,1
Agribank E-Mobile Banking,"Bad, very bad",1,1
Agribank E-Mobile Banking,Very useful for Foreigners.,5,1
Agribank E-Mobile Banking,easy to operate,4,1
Agribank E-Mobile Banking,Never seen any Banking Apps are stupid as Agribank.,1,1
Agribank E-Mobile Banking,This app sucks and so does this bank,1,1
ACB One,Stupid app! The newest version is so trashy. Can't login by fingerprint although already set thousand times. Seem like tech team doesn't even bother working on client's feedbacks. Please check the bug and fix it soon or else your clients might want to change another bank for better service,1,1
ACB One,Back button seems not to be so responsive. And also please add quick login for face detection based phone,3,1
ACB One,"Login by fingerprint shows ""An error occured. Please try again"". Login sometimes works, sometimes does not. Already called the hotline but she said it all worked on her side. Nobody cares about customer experience. What a bad app app compared to their reputation.",1,1
ACB One,Useless history that cant even hold a year long worth of transaction .,2,1
ACB One,Overall okay now. There is no option to sell USD for VND so I have to use the Web version for it.,3,1
ACB One,"Lot of bugs, I still need to use the web app to do all my things. This app has all the functions, but it does not work. If I hit the execute button, it just stays there without any response. It happens everywhere, starting with the log in function. After entering my user and password, I press log in but nothing happens. I have to kill the app, open it again, do the same thing then I can log in.",2,1
ACB One,Can never log in with my fingerprint.,3,1
