Bank,review_text,review_score,english,target,review_text_wt
Vietcombank,không có ô nhập mật khẩu thì làm sao đăng nhập được app quá tù,1.0,0.0,0.0,không có ô nhập mật_khẩu thì làm_sao đăng nhập được app quá tù
Vietcombank,thật sự đã có thay đổi rõ rệt sau khi update app dùng mượt hơn và đã khắc phục các hạn chế trước đây,5.0,0.0,1.0,thật_sự đã có thay_đổi rõ_rệt sau khi update app dùng mượt hơn và đã khắc_phục các hạn_chế trước đây
Vietcombank,đăng nhập không_có chỗ gõ pass phần mềm quá lag thua xa vietinbank ipay,1.0,0.0,0.0,đăng nhập không_có chỗ gõ pass phần_mềm quá lag thua xa vietinbank ipay
Vietcombank,khong co cho nhap passwords la sao ngan hang lon bac nhat tai vn ma co cai app toi te the,1.0,0.0,0.0,khong co cho nhap passwords la sao ngan hang lon bac nhat tai vn ma co cai app toi te the
Vietcombank,quá tốt có thể đk sd dv lấy pin qua vcb ibanking nhưng chưa chuyển khoản khác ngân hàng,5.0,0.0,1.0,quá tốt có_thể đk sd dv lấy pin qua vcb ibanking nhưng chưa chuyển_khoản khác ngân_hàng
Vietcombank,không có box nhập pass thì xài app nj làm gì nhỉ,1.0,0.0,0.0,không có box nhập pass thì xài app nj làm gì nhỉ
Vietcombank,lien tuc bao loi không the dag nhap so bad,1.0,0.0,0.0,lien tuc bao loi không the dag nhap so bad
Vietcombank,quá tệ cho một ngân hàng quốc doanh lớn bậc nhất vn cant use too bad,1.0,0.0,0.0,quá tệ cho một ngân_hàng quốc_doanh lớn bậc nhất vn cant use too bad
Vietcombank,crash và không_thể sử dụng được,1.0,0.0,0.0,crash và không_thể sử_dụng được
Vietcombank,việc download gặp khó khăn,2.0,0.0,0.0,việc download gặp khó_khăn
Vietcombank,app qua te người dung không biết dang nhap nhu the nao,1.0,0.0,0.0,app qua te người dung không biết dang nhap nhu the nao
Vietcombank,ứng dụng này không chạy được trên tablet à quản trị viên ơi,2.0,0.0,0.0,ứng_dụng này không chạy được trên tablet à quản_trị viên ơi
Vietcombank,không có mục nhập passwork kêu người ta nhập sai buồn,1.0,0.0,0.0,không có mục nhập passwork kêu người_ta nhập sai buồn
Vietcombank,app lởm nhất vn không có ô mật khẩu vãi cả app,1.0,0.0,0.0,app lởm nhất vn không có ô mật_khẩu vãi cả app
Vietcombank,star nhe vcb,1.0,0.0,0.0,star nhe vcb
Vietcombank,không có chỗ nhập pin,1.0,0.0,0.0,không có chỗ nhập pin
Vietcombank,không có chỗ nhập password,1.0,0.0,0.0,không có chỗ nhập password
Vietcombank,app không co cho nhap pass khi nhap thi bao không_được quyen sd goi tong dai ho tro lam du thu thao tac huy đăng ký lai van bo tay,1.0,0.0,0.0,app không co cho nhap pass khi nhap thi bao không_được quyen sd goi tong dai ho tro lam du thu thao tac_huy đăng_ký lai van bo tay
Vietcombank,chạy chậm chuyển tab cực chậm như phong cách của vcb,1.0,0.0,0.0,chạy chậm chuyển tab cực chậm như phong_cách của vcb
Vietcombank,sao không co phan nhap password vay sao dang nhap vao loi app roi,1.0,0.0,0.0,sao không co phan_nhap password vay sao dang nhap vao loi app roi
Vietcombank,nên outsource ra ngoài làm,1.0,0.0,0.0,nên outsource ra ngoài làm
Vietcombank,nhìn chung thì phần mềm này hoạt động tốt,5.0,0.0,1.0,nhìn_chung thì phần_mềm này hoạt_động tốt
Vietcombank,không có ô mật khẩu để đăng nhập,1.0,0.0,0.0,không có ô mật_khẩu để đăng nhập
Vietcombank,app dung như dở hơi làm lại đi,1.0,0.0,0.0,app dung như dở_hơi làm lại đi
Vietcombank,không có chỗ nhập mật khẩu bó tay,1.0,0.0,0.0,không có chỗ nhập mật_khẩu bó_tay
Vietcombank,cái hiệu ứng slide quá chuối,1.0,0.0,0.0,cái hiệu_ứng slide quá chuối
Vietcombank,không có password thì đăng nhập bằng niềm tin à,1.0,0.0,0.0,không có password thì đăng nhập bằng niềm tin à
Vietcombank,nếu dùng viettel bankplus tốt hơn nhiều,1.0,0.0,0.0,nếu dùng viettel bankplus tốt hơn nhiều
Vietcombank,tốc độ xử lí quá chậm,2.0,0.0,0.0,tốc_độ xử_lí quá chậm
Vietcombank,thường xuyên không đăng nhập được,1.0,0.0,0.0,thường_xuyên không đăng nhập được
Vietcombank,vừa install open chết apps nản hẳn,1.0,0.0,0.0,vừa install open chết apps nản hẳn
Vietcombank,sao không_có chuyển khoản ngoài ngân hàng,5.0,0.0,1.0,sao không_có chuyển_khoản ngoài ngân_hàng
Vietcombank,not secure,1.0,0.0,0.0,not secure
Vietcombank,hiệu ứng chạy sang rất nhức mắt và tốn thời gian,3.0,0.0,0.0,hiệu_ứng chạy sang rất nhức mắt và tốn thời_gian
Vietcombank,"không_có ô nhập mã pin luôn cứ ""không_có quyền """,1.0,0.0,0.0,"không_có ô nhập mã pin luôn cứ "" không_có quyền """
Vietcombank,và thiếu chuyên nghiệp đừng cài kẻo bẩn máy,5.0,0.0,1.0,và thiếu chuyên_nghiệp đừng cài kẻo bẩn máy
Vietcombank,giao diện xấu animation chậm không cần thiết,1.0,0.0,0.0,giao_diện xấu animation chậm không cần_thiết
Vietcombank,cả cái ngân hàng to đùng mà thuê làm được cái app củ chuối không chịu được,1.0,0.0,0.0,cả cái ngân_hàng to_đùng mà thuê làm được cái app củ chuối không chịu được
Vietcombank,bắt update xong kêu hết thời gian thử nghiêmk bắt tải lại tải lại vẫn không_được vô dụng,1.0,0.0,0.0,bắt update xong kêu hết thời_gian thử nghiêmk bắt tải lại tải lại vẫn không_được vô_dụng
Vietcombank,tại sao phải làm cái chuyển tab chậm như thế này vậy vcb,2.0,0.0,0.0,tại_sao phải làm cái chuyển tab chậm như thế này vậy vcb
Vietcombank,hiệu ứng nhìn vào hoa cả mắt làm chi cái hiệu ứng chuối hột vậy trời,2.0,0.0,0.0,hiệu_ứng nhìn vào hoa_cả mắt làm chi cái hiệu_ứng chuối_hột vậy trời
Vietcombank,ko có ô nhập mật khẩu,1.0,0.0,0.0,ko có ô nhập mật_khẩu
Vietcombank,không thể tin được vcb lại có thể làm ra một cái app tệ như thế này,1.0,0.0,0.0,không_thể tin được vcb lại có_thể làm ra một cái app tệ như thế này
Vietcombank,một app kém nhất mà mình đã từng dùng không biết làm sao để dùng,1.0,0.0,0.0,một app kém nhất mà mình đã từng dùng không biết làm_sao để dùng
Vietcombank,chỉ chuyển khoản được trong hệ thống và giới hạn tr chạy chậm,3.0,0.0,0.0,chỉ chuyển_khoản được trong hệ_thống và giới_hạn tr chạy chậm
Vietcombank,nên học hỏi vietinbank và mb về cách làm app nhìn cái app là hết muốn xài,1.0,0.0,0.0,nên học_hỏi vietinbank và mb về cách làm app nhìn cái app là hết muốn xài
Vietcombank,useful app for vcb,5.0,0.0,1.0,useful app for vcb
Vietcombank,chậm chạp cảm giác không linh hoạt mong xem lại slide giao diện sao cho tốt hơn thanks,1.0,0.0,0.0,chậm_chạp cảm_giác không linh_hoạt mong xem lại slide giao_diện sao cho tốt hơn thanks
Vietcombank,giao diện chạy kiểu slide rất chậm và kém hiện đại chưa có option chuyển khoản ngoài ngân hàng,2.0,0.0,0.0,giao_diện chạy kiểu slide rất chậm và kém hiện_đại chưa có option chuyển_khoản ngoài ngân_hàng
Vietcombank,không có hướng dẫn sử dụng hạn mức vui vẻ,1.0,0.0,0.0,không có hướng_dẫn sử_dụng hạn_mức vui_vẻ
Vietcombank,nhu hach,1.0,0.0,0.0,nhu hach
Vietcombank,bao loi khong dang nhap duoc tu thiet bi nay lien he ngan hang bo tay samsung chú ý,1.0,0.0,0.0,bao loi khong dang nhap duoc tu thiet bi nay lien he ngan hang bo tay samsung chú_ý
Vietcombank,vào màn hình chính thấy mỗi username ô nhập mật khẩu ở đâu,1.0,0.0,0.0,vào màn_hình chính thấy mỗi username ô nhập mật_khẩu ở đâu
Vietcombank,bullshit,1.0,0.0,0.0,bullshit
Vietcombank,ngân hàng lớn có lượng khách hàng nhiều mà lại viết ra cái app tệ như vậy lại còn thu phí tháng,1.0,0.0,0.0,ngân_hàng lớn có lượng khách_hàng nhiều mà lại viết ra cái app tệ như vậy lại còn thu phí tháng
Vietcombank,ko có password mà làm sao đăng nhập vui lòng kiểm tra lại lại phần mềm chỉ có đăng nhập tên không pass thì đăng nhập cách nào,1.0,0.0,0.0,ko có password mà làm_sao đăng nhập vui_lòng kiểm_tra lại lại phần_mềm chỉ có đăng nhập tên không pass thì đăng nhập cách nào
Vietcombank,ko có chỗ nhập mã pin là như thế nào quá tệ hại thất bại của tạo hóa,1.0,0.0,0.0,ko có chỗ nhập mã pin là như thế_nào quá tệ_hại thất_bại của tạo_hóa
Vietcombank,tặng nè,1.0,0.0,0.0,tặng nè
Vietcombank,chả thấy ô mã pin hay password ở đâu cả nhập mỗi cái id thì có tác dụng gì,1.0,0.0,0.0,chả thấy ô mã pin hay password ở đâu cả nhập mỗi cái id thì có tác_dụng gì
Vietcombank,đăng nhập bằng tên truy cập bị báo lỗi quý khách không có quyền đăng nhập trên thiết bị này,3.0,0.0,0.0,đăng nhập bằng tên truy_cập bị báo lỗi quý_khách không có quyền đăng nhập trên thiết_bị này
Vietcombank,z android chạy bình thường thì bị update tự động update xong chạy chỉ ra màn hình đen lỗi qua nghiêm trọng,1.0,0.0,0.0,z android chạy bình_thường thì bị update tự_động update xong chạy chỉ ra màn_hình đen lỗi qua nghiêm_trọng
Vietcombank,may may truoc thi chay tot chuyen sang may nay khong dang nhap duoc mong chuong trinh ho tro nhieu loai mobile hon,2.0,0.0,0.0,may may truoc thi chay tot chuyen sang may nay khong dang nhap duoc mong chuong trinh ho tro nhieu loai mobile hon
Vietcombank,ko có chỗ nhập password không đăng nhập được lỗi cơ bản như thế mà vẫn chưa sửa được app làm quá tồi,1.0,0.0,0.0,ko có chỗ nhập password không đăng nhập được lỗi cơ_bản như thế mà vẫn chưa sửa được app làm quá tồi
Vietcombank,pm ngu không chịu được giao diện giật giật mất kết nối liên tục smartlink mà như thế à,2.0,0.0,0.0,pm ngu không chịu được giao_diện giật_giật mất kết_nối liên_tục smartlink mà như_thế à
Vietcombank,bỏ cái animation đi app đẹp hơn app tạm ổn mấy bác nên đọc hướng dẫn kỹ trước khi su dụng nhé,3.0,0.0,0.0,bỏ cái animation đi app đẹp hơn app tạm ổn mấy bác nên đọc hướng_dẫn kỹ trước khi su dụng nhé
Vietcombank,tôi thường xuyên sử dụng dịch vụ trên điện thoại nhưng app này không đáp ứng được nhu cầu,1.0,0.0,0.0,tôi thường_xuyên sử_dụng dịch_vụ trên điện_thoại nhưng app này không đáp_ứng được nhu_cầu
Vietcombank,nap điền thẻ điện thoại đã trừ tiền trong tài khoản nhưng tài khoản điện thoại vẫn chưa nhận được thế là sao app chán quá vậy bối rối,1.0,0.0,0.0,nap điền thẻ điện_thoại đã trừ tiền trong tài_khoản nhưng tài_khoản điện_thoại vẫn chưa nhận được thế_là sao app chán quá vậy bối_rối
Vietcombank,chạy chậm giao diện xấu tôi rất bất ngờ là vietcombank lại có app tệ như vậy,1.0,0.0,0.0,chạy chậm giao_diện xấu tôi rất bất_ngờ là vietcombank lại có app tệ như vậy
Vietcombank,app gì mà chỉ có phần tên đăng nhập ko có phần mật khẩu rồi sao vao tk được ngân hàng lớn mà làm cái app cũng không_xong,1.0,0.0,0.0,app gì mà chỉ có phần tên đăng nhập ko có phần mật_khẩu rồi_sao vao tk được ngân_hàng lớn mà làm cái app cũng không_xong
Vietcombank,cả ngân hàng lớn như thế mà viết được cái ứng dụng chán kinh vừa chậm vừa lỗi giao diện không_thân_thiện,1.0,0.0,0.0,cả ngân_hàng lớn như thế mà viết được cái ứng_dụng chán kinh vừa chậm vừa lỗi giao_diện không_thân_thiện
Vietcombank,ct gì nâng cấp hay hạ cấp vậy dùng xong phải uninstall rồi lại cài lại mới dùng tiếp còn không là màn hình tối thui à it làm lại đi,1.0,0.0,0.0,ct gì nâng_cấp hay hạ_cấp vậy dùng xong phải uninstall rồi lại cài lại mới dùng tiếp còn không là màn_hình tối_thui à it làm lại đi
Vietcombank,không có chỗ nhập mật khẩu thì làm thế nào ngân hàng lớn làm cái app không bằng mấy bạn sinh viên học it nhục mặt cười,1.0,0.0,0.0,không có chỗ nhập mật_khẩu thì làm thế_nào ngân_hàng lớn làm cái app không bằng mấy bạn sinh_viên học it nhục mặt cười
Vietcombank,tốc độ slide chuyển qua lại giữa các cửa sổ là quá chậm mong dev có thể khắc phục nhược điểm nhỏ này,2.0,0.0,0.0,tốc_độ slide chuyển qua_lại giữa các cửa_sổ là quá chậm mong dev có_thể khắc_phục nhược_điểm nhỏ này
Vietcombank,tôi xem trên web của vcb chả thấy nói gì về app này thế thì làm sao biết được nó không_phải là hàng có vấn đề,1.0,0.0,0.0,tôi xem trên web của vcb chả thấy nói gì về app này thế_thì làm_sao biết được nó không_phải là hàng có vấn_đề
Vietcombank,ứng dụng không_có phần nhập password một ứng dụng lỗi căn bản thế này mà vẫn đưa lên play store thì thật là đáng xấu hổ cho người phát hành nó,1.0,0.0,0.0,ứng_dụng không_có phần nhập password một ứng_dụng lỗi căn_bản thế này mà vẫn đưa lên play store thì thật là đáng xấu_hổ cho người phát_hành nó
Vietcombank,thật sự khó chịu khi hiệu ứng chuyển giữa các tab rất chậm đề nghị khắc phục để bình thường giống các ứng dụng android khác không tìm thấy tính năng chuyển khoản ngoại mạng,4.0,0.0,1.0,thật_sự khó_chịu khi hiệu_ứng chuyển giữa các tab rất chậm đề_nghị khắc_phục để bình_thường giống các ứng_dụng android khác không tìm thấy tính_năng chuyển_khoản ngoại mạng
Vietcombank,vừa thấy trên tv nhưng down load về thì đăng nhập không_được chả hiểu đăng nhập kiểu gì mặc dù đã dùng tên đăng nhập thường dùng tên internet banking chưa biết hệ thống bảo mật thế nào nhưng cảm giác thiếu an toàn,1.0,0.0,0.0,vừa thấy trên tv nhưng down load về thì đăng nhập không_được chả hiểu đăng nhập kiểu gì mặc_dù đã dùng tên đăng nhập thường dùng tên internet banking chưa biết hệ_thống bảo_mật thế_nào nhưng cảm_giác thiếu an_toàn
Vietcombank,tôi đã thử cài trên máy dùng android là galaxy s và note đều không_thể đăng nhập được ipod thì vẫn sử dụng được bảo mật yếu không_có token,1.0,0.0,0.0,tôi đã thử cài trên máy dùng android là galaxy s và note đều không_thể đăng nhập được ipod thì vẫn sử_dụng được bảo_mật yếu không_có token
Vietcombank,số điện thoại đã đăng ký i banking mà sao nói chưa đk bắt đk lại phần nhập user và pass sao ki tách riêng ấn liên kết qua web mà web đâu có chạy,1.0,0.0,0.0,số điện_thoại đã đăng_ký i banking mà sao nói chưa đk bắt đk lại phần nhập user và pass sao ki tách riêng ấn liên_kết qua web mà web đâu có chạy
Vietcombank,ứng dụng hay và hữu ích tuy nhiên cần cải thiện độ mượt của ứng dụng và thêm tính năng chuyển khoản khác hệ thống đây là xu hướng tất yếu trong hiện tại và tương lai,3.0,0.0,0.0,ứng_dụng hay và hữu_ích tuy_nhiên cần cải_thiện độ mượt của ứng_dụng và thêm tính_năng chuyển_khoản khác hệ_thống đây là xu_hướng tất_yếu trong hiện_tại và tương_lai
Vietcombank,app lấy id dev để làm bảo mật đến khi đổi sang thiết bị khác thì dù chỉ bản thân biết user và m pin nhưng cũng không_được phép đăng nhập vậy thì cung cấp username làm gì có khác nào cái token phí dịch vụ thì vẫn trừ thường xuyên chính sách mở hay đóng đối với khách hàng thì phải nghĩ kỹ trước khi tung ra dịch vụ chứ làm ăn vô trách nhiệm quá,1.0,0.0,0.0,app lấy id dev để làm bảo_mật đến khi đổi sang thiết_bị khác thì dù chỉ bản_thân biết user và m pin nhưng cũng không_được phép đăng nhập vậy thì cung_cấp username làm_gì có khác nào cái token phí dịch_vụ thì vẫn trừ thường_xuyên chính_sách mở hay đóng đối_với khách_hàng thì phải nghĩ kỹ trước khi tung ra dịch_vụ chứ làm_ăn vô_trách_nhiệm quá
Vietcombank,"hiện ứng chuyển trang khá chậm và giật nếu làm tốt sẽ đẹp nhưng đối với đặc thù ứng dụng này hoàn toàn không cần thiết những yếu tố mà ứng dụng này phải tập trung là bảo mật tiện lợi nhanh chóng chính xác minh bạch rõ ràng đầy đủ thông tin cần thiết ngoài hiệu ứng thì còn một điểm nữa là người dùng phải nhập tên truy cập bấm đăng nhập thì ô pin mới hiện ra lại nhấp đăng nhập một lần nữa rất là ""vô lý"" và tốn thời gian nên nghiên cứu lại cả vấn đề này nữa thì sẽ ổn hơn về mặt căn bản",3.0,0.0,0.0,"hiện ứng chuyển trang khá chậm và giật nếu làm tốt sẽ đẹp nhưng đối_với đặc_thù_ứng_dụng này hoàn_toàn không cần_thiết những yếu_tố mà ứng_dụng này phải tập_trung là bảo_mật tiện_lợi nhanh_chóng chính_xác minh_bạch rõ_ràng đầy_đủ thông_tin cần_thiết ngoài hiệu_ứng thì còn một điểm nữa là người dùng phải nhập tên truy_cập bấm đăng nhập thì ô pin mới hiện ra lại nhấp đăng nhập một lần nữa rất là "" vô_lý "" và tốn thời_gian nên nghiên_cứu lại cả vấn_đề này nữa thì sẽ ổn hơn về mặt căn_bản"
Vietcombank,nên cải thiện giao diện tăng cường độ mượt mà khi chạy app bên cạnh đó nên hỗ trợ thanh toán các thẻ tín dụng đặc biệt nếu hỗ trợ chuyển tiền liên ngân hàng thì rất tiện cho người dùng lâu quá rồi không thấy update,3.0,0.0,0.0,nên cải_thiện giao_diện tăng_cường_độ mượt_mà khi chạy app bên cạnh đó nên hỗ_trợ thanh_toán các thẻ_tín_dụng đặc_biệt nếu hỗ_trợ chuyển tiền liên ngân_hàng thì rất tiện cho người dùng lâu quá rồi không thấy update
Vietcombank,giao diện chưa đẹp chuyển đổi giữa các menu bỏ chuyển động giật giật vừa nhức mắt vừa mất thời gian sẽ tốt hơn mobile banking của ngân hàng lớn nhất nhì việt nam mà vậy thì giống làm cho có bao nhiêu góp ý của khách hàng cũng chả có phiên bản mới tốt hơn,2.0,0.0,0.0,giao_diện chưa đẹp chuyển_đổi giữa các menu bỏ chuyển_động giật_giật vừa nhức mắt vừa mất thời_gian sẽ tốt hơn mobile banking của ngân_hàng lớn nhất nhì việt nam mà vậy thì giống làm cho có bao_nhiêu góp_ý của khách_hàng cũng chả có phiên_bản mới tốt hơn
Vietcombank,hiệu ứng chuyển slide làm người dùng rất nhức đầu ví dụ ở ngoài phần đăng nhập chuyển qua tab cài đặt thì hiệu ứng rề rề mất khoảng s khá chóng mặt,2.0,0.0,0.0,hiệu_ứng chuyển slide làm người dùng rất nhức_đầu ví_dụ ở ngoài phần đăng nhập chuyển qua tab cài_đặt thì hiệu_ứng rề_rề mất khoảng s khá chóng_mặt
Vietcombank,phần mềm qúa tệ mà khách hàng phải đăng ký sử dụng phí k tháng web banking thì miễn phí nhưng mobile app thì lại thu phí chất lượng phần mềm kéṃ,1.0,0.0,0.0,phần_mềm qúa_tệ mà khách_hàng phải đăng_ký sử_dụng phí k tháng web banking thì miễn_phí nhưng mobile app thì lại thu phí chất_lượng phần_mềm kéṃ
Vietcombank,rất không_hài_lòng về việc nạp tiền điện tử luôn bị lỗi gd thành công nhưng không_có tiền rất bực mình gọi dt hỗ trợ ít nhất tốn k mà phải chờ ngày mới giải quyết không_thể hiểu được ngân hàng lớn lại xảy ra tình trạng này hoài,2.0,0.0,0.0,rất không_hài_lòng về việc nạp tiền điện_tử luôn bị lỗi gd thành_công nhưng không_có tiền rất bực_mình gọi dt hỗ_trợ ít_nhất tốn k mà phải chờ ngày mới giải_quyết không_thể hiểu được ngân_hàng lớn lại xảy ra tình_trạng này hoài
Vietcombank,ko dang nhap được sau lan dang nhap sai pass dau tien,1.0,0.0,0.0,ko dang nhap được sau lan dang nhap sai pass dau tien
Vietcombank,dùng chán quá chắc đợi phiên bản tốt hơn thì mới quay lại,2.0,0.0,0.0,dùng chán quá chắc đợi phiên_bản tốt hơn thì mới quay lại
Vietcombank,phần mềm chậm kinh thủ tục lại rườm rà botay ong vcb,1.0,0.0,0.0,phần_mềm chậm kinh thủ_tục lại rườm_rà botay ong vcb
Vietcombank,minh thay duoc day chu giao dich ngon ma minh mu cong nghe ma cung dung được hehe,5.0,0.0,1.0,minh thay duoc day chu giao dich ngon ma_minh mu cong nghe ma cung_dung được hehe
Vietcombank,tụi này chắc mới học viết app android cái hiệu ứng chuyển tab như con rùa mà nó cũng làm được,1.0,0.0,0.0,tụi này chắc mới học viết app android cái hiệu_ứng chuyển tab như con rùa mà nó cũng làm được
Vietcombank,chạy lờ đà lờ đờ miễn phí thì dùng tạm chứ thu phí rồi mà dịch vụ như này là không ổn mai đi hủy dịch vụ thôi mất tiền mà không tạo ra giá trị z chả hiểu ngân hàng lớn mà không quan tâm đến phản hồi của khách hàng sao,2.0,0.0,0.0,chạy lờ đà lờ_đờ miễn_phí thì dùng tạm chứ thu phí rồi mà dịch_vụ như này là không ổn mai đi hủy dịch_vụ thôi mất tiền mà không tạo ra giá_trị z chả hiểu ngân_hàng lớn mà không quan_tâm đến phản_hồi của khách_hàng sao
Vietcombank,các ngân hàng khác đã đưa ra dạng phần mềm này từ lâu bây giờ vcb mới giới thiệu chuyển đổi cửa sổ quá chậm đặc biệt là truy cập vào phần đăng nhập không_được cứ báo lổi ko hỗ trợ,3.0,0.0,0.0,các ngân_hàng khác đã đưa ra dạng phần_mềm này từ lâu bây_giờ vcb mới giới_thiệu chuyển_đổi cửa_sổ quá chậm đặc_biệt là truy_cập vào phần đăng nhập không_được cứ báo lổi ko hỗ_trợ
Vietcombank,chuyển cửa sổ siêu chậm giao diện hơi quê,3.0,0.0,0.0,chuyển cửa_sổ siêu chậm giao_diện hơi quê
Vietcombank,đề nghị vcb nghiên cứu sản phẩm của các bank khác và giảm dung lượng khoảng lần,1.0,0.0,0.0,đề_nghị vcb nghiên_cứu sản_phẩm của các bank khác và giảm dung_lượng khoảng lần
Vietcombank,website nên hỗ trợ đang ký online thông qua internet banking để đỡ mất công qua phòng giao dịch,4.0,0.0,1.0,website nên hỗ_trợ đang ký online thông_qua internet banking để đỡ mất_công qua phòng giao_dịch
Vietcombank,app gì mà chậm và lag kinh khủng phải học hỏi app shopee vn rất tuyệt giao diện đẹp và nhanh,1.0,0.0,0.0,app gì mà chậm và lag kinh_khủng phải học_hỏi app shopee vn rất tuyệt_giao_diện đẹp và nhanh
Vietcombank,dạo gần đây hay bị lag ứng dụng khi vào app lên nâng cấp máy chủ tốt hơn,4.0,0.0,1.0,dạo gần đây hay bị lag ứng_dụng khi vào app lên nâng_cấp máy_chủ tốt hơn
Vietcombank,app quá tệ crash liên tục quá nhiều quảng cáo thừa thải không thể gữi tin nhắn đến để lấy mã kích hoạt,1.0,0.0,0.0,app quá tệ crash liên_tục quá nhiều quảng_cáo thừa thải không_thể gữi tin nhắn đến để lấy mã kích_hoạt
Vietcombank,crash liên tục lúc thì vừa mở lên crash lúc thì vừa đăng nhập crash lúc thì vừa thanh toán qr xong crash chán cho đội dev code như c t,2.0,0.0,0.0,crash liên_tục lúc thì vừa mở lên crash lúc thì vừa đăng nhập crash lúc thì vừa thanh_toán qr xong crash chán cho đội dev code như c t
Vietcombank,chỉ biết hút máu nào là top ngân hàng thay đổi cái mật khẩu cũng rất chi là phiền phức,1.0,0.0,0.0,chỉ biết hút máu nào là top ngân_hàng thay_đổi cái mật_khẩu cũng rất chi_là phiền_phức
Vietcombank,samsung note bị crash nhé dev đưa source code đây t fix hộ cho,1.0,0.0,0.0,samsung note bị crash nhé dev đưa source code đây t fix hộ cho
Vietcombank,mỗi lần update bị lỗi không kích hoạt internet banking thường xuyên crash nên sa thải hết đám developer đi,1.0,0.0,0.0,mỗi lần update bị lỗi không kích_hoạt internet banking thường_xuyên crash nên sa_thải hết đám developer đi
Vietcombank,sao sau update toàn bị crash không chuyển tiền được luôn cả tháng rồi vẫn không sửa,1.0,0.0,0.0,sao sau update toàn bị crash không chuyển tiền được luôn cả tháng rồi vẫn không sửa
Vietcombank,sau khi nhập mã otp để chuyển tiền thì bị crash app lâu lâu mở app lên cũng bị crash,1.0,0.0,0.0,sau khi nhập mã otp để chuyển tiền thì bị crash app lâu_lâu mở app lên cũng bị crash
Vietcombank,ngân hàng lớn mà làm cái app không_ra cái gì vào thì chậm lag đợi mãi không_được hủy ngay mà luôn chuyển sang dùng bankplus,1.0,0.0,0.0,ngân_hàng lớn mà làm cái app không_ra cái gì vào thì chậm lag đợi mãi không_được hủy ngay mà luôn chuyển sang dùng bankplus
Vietcombank,cài xong gỡ luôn vì bắt buộc tới pgd đăng ký thêm cái đòi quyền phone call thấy không liên quan,3.0,0.0,0.0,cài xong gỡ luôn vì bắt_buộc tới pgd đăng_ký thêm cái đòi quyền phone call thấy không liên_quan
Vietcombank,sau khi update lên bản digital thông báo biến động số dư không hoạt động app thường xuyên bị lag không đăng nhập được,1.0,0.0,0.0,sau khi update lên bản digital thông_báo biến_động số_dư không hoạt_động app thường_xuyên bị lag không đăng nhập được
Vietcombank,chạy chậm như rùa hiệu ứng chuyển trang rất đặc sắc nên kéo dài thời gian chuyển ra cho người dùng ngắm hiệu ứng,1.0,0.0,0.0,chạy chậm như rùa hiệu_ứng chuyển trang rất đặc_sắc nên kéo_dài thời_gian chuyển ra cho người dùng ngắm hiệu_ứng
Vietcombank,đã kích hoạt smart otp ở ứng dụng cũ chuyển lên ứng dụng mới lại mất update ứng dụng cũng mất lại phải kích hoạt lại có vẻ ngân hàng cố tình để thu thêm được tiền phí trong khi các ngân hàng khác đều được miễn phí,2.0,0.0,0.0,đã kích_hoạt smart otp ở ứng_dụng cũ chuyển lên ứng_dụng mới lại mất update ứng_dụng cũng mất lại phải kích_hoạt lại có vẻ ngân_hàng cố_tình để thu thêm được tiền phí trong khi các ngân_hàng khác đều được miễn_phí
Vietcombank,kể từ lúc nâng cấp phiên bản app thường xuyên crash chuyển tiền nhập otp xong thì crash mở lên ấn đọc thông báo cũng crash chán thật,2.0,0.0,0.0,kể từ lúc nâng_cấp phiên_bản app thường_xuyên crash chuyển tiền nhập otp xong thì crash mở lên ấn đọc thông_báo cũng crash chán thật
Vietcombank,update phiên bản mới bị lỗi khi có biến động số dư bị crash app khi biến động không_có thông báo khi biến động,1.0,0.0,0.0,update phiên_bản mới bị lỗi khi có biến_động số_dư bị crash app khi biến_động không_có thông_báo khi biến_động
Vietcombank,phương pháp đặt lại mình rườm rà hệ thống delay làm nhập sai nhiều lần giờ bị khoá bà lun sđt chán,1.0,0.0,0.0,phương_pháp đặt lại mình rườm_rà hệ_thống delay làm nhập sai nhiều lần giờ bị khoá bà lun sđt chán
Vietcombank,trời ạ từ hồi gộp vào thành cái digital banking suốt ngày crash đến cái thông báo biến động số dư cũng không hiển thị được chán,2.0,0.0,0.0,trời ạ từ hồi gộp vào thành cái digital banking suốt ngày crash đến cái thông_báo biến_động số_dư cũng không hiển_thị được chán
Vietcombank,mình không thay đổi được hạn mức chuyển tiền lên tỷ dù đã kích hoạt thành công vcb smart otp và không_thể thay đổi avatar,4.0,0.0,1.0,mình không thay_đổi được hạn_mức chuyển tiền lên tỷ dù đã kích_hoạt thành_công vcb smart otp và không_thể thay_đổi avatar
Vietcombank,mình cần tìm địa chỉ pgd gần nhất thì hệ thống chỉ hiện ra tên các pgd khi mình ấn vào tên các pgd để xem địa chỉ cụ thể thì bị thoát khỏi phần mềm làm đi làm lại nhiều lần đều bị thế,1.0,0.0,0.0,mình cần tìm địa_chỉ pgd gần nhất thì hệ_thống chỉ hiện ra tên các pgd khi mình ấn vào tên các pgd để xem địa_chỉ cụ_thể thì bị thoát khỏi phần_mềm làm đi làm lại nhiều lần đều bị thế
